numberOfPEs,replicationLevel,roundsUntilIrrecoverableDataLoss
4,4,4.0
8,4,6.4
16,4,10.502564102564103
32,4,17.45172517813491
64,4,29.17619759134878
128,4,48.9236871085731
256,4,82.15860423244753
512,4,138.07239098170618
1024,4,232.12405255049697
2048,4,390.31305752271834
4096,4,656.3655923241878
8192,4,1103.8204111524212
16384,4,1856.3547619763063
32768,4,3121.9684001824558
65536,4,5250.474028499945
131072,4,8830.184314307588
