simulationId,repeatId,numRanks,numDataPointsPerRank,numCenters,numIterations,numDimensions,useFaultTolerance,replicationLevel,failureSimulatorSeed,clusterCenterSeed,blocksPerPermutationRange,idRandomization,failureProbability,numSimulatedRankFailures,load-data,submit-data,pick-centers,perform-iterations,checkpoint-creation,total
unspecified,5,96,65536,20,500,32,1,4,5,0,4096,1,2.01005e-05,0,0.853205,0.237214,7.0283e-05,20.3404,0.00371561,21.4346
