simulationId,repeatId,numRanks,numDataPointsPerRank,numCenters,numIterations,numDimensions,useFaultTolerance,replicationLevel,failureSimulatorSeed,clusterCenterSeed,blocksPerPermutationRange,idRandomization,failureProbability,numSimulatedRankFailures,load-data,submit-data,pick-centers,perform-iterations,checkpoint-creation,center-rollback,fix-communicator,rebalance-after-failure,restore-data,reassign-points-after-failure,update-centers-after-failure,commit-to-restoration,total
unspecified,2,12170,65536,20,500,32,1,4,2,0,4096,1,2.01005e-05,118,6.87178,0.424454,8.5264e-05,21.9388,0.0123778,0.000229316,0.739042,0.169324,0.224263,0.000821608,0.0557266,0.0629379,30.4998
