simulationId,repeatId,numRanks,numDataPointsPerRank,numCenters,numIterations,numDimensions,useFaultTolerance,replicationLevel,failureSimulatorSeed,clusterCenterSeed,blocksPerPermutationRange,idRandomization,failureProbability,numSimulatedRankFailures,load-data,submit-data,pick-centers,perform-iterations,checkpoint-creation,total
unspecified,1,48,65536,20,500,32,1,4,1,0,4096,1,2.01005e-05,0,0.667983,0.22019,6.5939e-05,20.4638,0.00254041,21.3546
