simulationId,repeatId,numRanks,numDataPointsPerRank,numCenters,numIterations,numDimensions,useFaultTolerance,replicationLevel,failureSimulatorSeed,clusterCenterSeed,blocksPerPermutationRange,idRandomization,failureProbability,numSimulatedRankFailures,load-data,submit-data,pick-centers,perform-iterations,checkpoint-creation,center-rollback,fix-communicator,rebalance-after-failure,restore-data,reassign-points-after-failure,update-centers-after-failure,commit-to-restoration,total
unspecified,6,3040,65536,20,500,32,1,4,6,0,4096,1,2.01005e-05,32,0.945489,0.465658,8.5671e-05,20.9254,0.0230984,6.6705e-05,0.039452,0.0135803,0.0552641,0.000850984,0.0156032,0.00706314,22.4916
