simulationId,repeatId,numRanks,numDataPointsPerRank,numCenters,numIterations,numDimensions,useFaultTolerance,replicationLevel,failureSimulatorSeed,clusterCenterSeed,blocksPerPermutationRange,idRandomization,failureProbability,numSimulatedRankFailures,load-data,submit-data,pick-centers,perform-iterations,checkpoint-creation,center-rollback,fix-communicator,rebalance-after-failure,restore-data,reassign-points-after-failure,update-centers-after-failure,commit-to-restoration,total
unspecified,6,94,65536,20,500,32,1,4,6,0,4096,1,2.01005e-05,2,0.787097,0.235561,7.2562e-05,20.7234,0.0045818,5.946e-06,0.00343379,0.000281654,0.0102646,0.00116397,0.000708318,1.8437e-05,21.7666
