simulationId,repeatId,numRanks,numDataPointsPerRank,numCenters,numIterations,numDimensions,useFaultTolerance,replicationLevel,failureSimulatorSeed,clusterCenterSeed,blocksPerPermutationRange,idRandomization,failureProbability,numSimulatedRankFailures,load-data,submit-data,pick-centers,perform-iterations,checkpoint-creation,total
unspecified,8,96,65536,20,500,32,1,4,8,0,4096,1,2.01005e-05,0,0.76859,0.23637,7.0775e-05,20.5853,0.00407726,21.5944
