simulationId,repeatId,numRanks,numDataPointsPerRank,numCenters,numIterations,numDimensions,useFaultTolerance,replicationLevel,failureSimulatorSeed,clusterCenterSeed,blocksPerPermutationRange,idRandomization,failureProbability,numSimulatedRankFailures,load-data,submit-data,pick-centers,perform-iterations,checkpoint-creation,center-rollback,fix-communicator,rebalance-after-failure,restore-data,reassign-points-after-failure,update-centers-after-failure,commit-to-restoration,total
unspecified,9,1510,65536,20,500,32,1,4,9,0,4096,1,2.01005e-05,26,0.810502,0.359903,8.3321e-05,20.7993,0.00855594,5.1593e-05,0.0659677,0.00540114,0.0412772,0.00108181,0.0116325,0.00185614,22.1056
