rank,processor,numBalanceLoad,nsSumBalanceLoad,numComputePartMasters,nsSumComputePartMasters,numCreateTree,nsSumCreateTree,numDestroyPartitions,nsSumDestroyPartitions,numLoadMSAFromRBACached,nsSumLoadMSAFromRBACached,numLoadMSAFromRBAUncached,nsSumLoadMSAFromRBAUncached,numLoadMSAFromReStore,nsSumLoadMSAFromReStore,numLoadMetadataFromRBA,nsSumLoadMetadataFromRBA,numRedoPartitionAssignment,nsSumRedoPartitionAssignment,numRestoreModels,nsSumRestoreModels,numSaveToReStore,nsSumSaveToReStore,numTreeinfoDestroy,nsSumTreeinfoDestroy,numTreeinfoInit,nsSumTreeinfoInit,numTreeinfoResetPartitions,nsSumTreeinfoResetPartitions,numTreeinfoUpdatePartialsAndCLVs,nsSumTreeinfoUpdatePartialsAndCLVs,numUTreeGraphDestroy,nsSumUTreeGraphDestroy,numUpdateModels,nsSumUpdateModels,numUpdateTree,nsSumUpdateTree,numwork,nsSumwork
0,i01r06c05s05,2,540153,2,4796,2,100249,2,5676492,1,309804023,1,277609750,1,1632803,1,10436426,2,312006328,2,2641020,1,3116771,2,21520,2,72938716,2,33387,2,13351478,2,35059,91,628769233,293,16879338,0,0
1,i01r06c05s05,2,680443,2,6314,2,93241,2,5325439,1,302492106,1,299673999,1,1992377,1,14229957,2,305189451,2,2560032,1,3074530,2,26134,2,76122374,2,37716,2,12665323,2,39470,91,913627708,293,16432361,0,0
2,i01r06c05s05,2,642408,2,4097,2,86597,2,5359184,1,137597199,1,308559238,1,1911237,1,17632378,2,140171997,2,2454514,1,3126820,2,18041,2,72197294,2,30829,2,14206130,2,48267,91,888987588,293,15873386,0,0
3,i01r06c05s05,2,669593,2,4221,2,78417,2,1732544,1,166815997,1,324746641,1,1874461,1,11102192,2,169380917,2,2898412,1,3056414,2,10583,2,61085184,2,17024,2,15765515,2,20241,91,910122549,293,14228862,0,0
4,i01r06c05s05,2,676560,2,4482,2,133615,2,7048858,1,295363097,1,166608438,1,1975071,1,10768376,2,298039076,2,3133969,1,3129911,2,23441,2,86155545,2,64224,2,20062082,2,50350,91,919948129,293,14055770,0,0
5,i01r06c05s05,2,679795,2,3964,2,93812,2,1651189,1,346826455,1,321635934,1,2002207,1,12005749,2,349530583,2,2556792,1,3077225,2,16799,2,57786150,2,23627,2,16103966,2,23882,91,915040993,293,16513861,0,0
6,i01r06c05s05,2,659235,2,4921,2,79697,2,5535232,1,140618338,1,205609962,1,1967385,1,11930583,2,143267871,2,2542093,1,3063694,2,15871,2,70890681,2,26605,2,12919767,2,34620,91,917063451,293,14204773,0,0
7,i01r06c05s05,2,660953,2,4876,2,94270,2,3621107,1,356751369,1,164206815,1,1995382,1,11898732,2,359430454,2,2561504,1,3056729,2,15915,2,58259157,2,17747,2,16431495,2,22005,91,913210135,293,15736602,0,0
8,i01r06c05s05,2,644587,2,5099,2,96976,2,1953641,1,304352881,1,313219238,1,1987430,1,10455420,2,307008875,2,2724114,1,3067953,2,16788,2,61800046,2,19035,2,16033620,2,19906,91,918805069,293,16192486,0,0
9,i01r06c05s05,2,662911,2,5296,2,106088,2,1725079,1,312564823,1,319245513,1,1677888,1,11052248,2,314928744,2,2668451,1,3120502,2,16822,2,58455079,2,20201,2,15425792,2,21068,91,912115133,293,16854916,0,0
10,i01r06c05s05,2,661736,2,4253,2,89411,2,1977684,1,293827476,1,322239605,1,1963232,1,19978353,2,296475406,2,2799343,1,3129692,2,45980,2,62883450,2,24286,2,17311217,2,21839,91,891505954,293,16311402,0,0
11,i01r06c05s05,2,677463,2,4126,2,96245,2,5342211,1,304909174,1,324375480,1,1844794,1,19357440,2,307451150,2,2523415,1,3227353,2,16614,2,75884244,2,38942,2,13529281,2,37338,91,892401743,293,14130025,0,0
12,i01r06c05s05,2,626091,2,4585,2,134611,2,2042935,1,338180163,1,294220669,1,2145125,1,12326204,2,340976778,2,4197130,1,3127594,2,21143,2,72787998,2,23103,2,31334868,2,30812,91,910327846,293,16242464,0,0
13,i01r06c05s05,2,685077,2,4181,2,102221,2,3575968,1,356280493,1,323304478,1,1936770,1,11450518,2,358922759,2,2876226,1,3131377,2,17110,2,63581765,2,20148,2,16007508,2,21852,91,915156146,293,16662458,0,0
14,i01r06c05s05,2,666096,2,4404,2,99458,2,6019380,1,330489144,1,188793321,1,1798955,1,12429659,2,332976256,2,2508602,1,3122551,2,16536,2,74416818,2,33941,2,15238437,2,35012,91,907542214,293,14232992,0,0
15,i01r06c05s05,2,662530,2,4369,2,139447,2,7109458,1,357024495,1,264178873,1,1741976,1,17887345,2,359454478,2,3166689,1,3106481,2,19138,2,91694727,2,38049,2,18456641,2,42361,91,891000610,293,14357519,0,0
16,i01r06c05s05,2,648252,2,4496,2,96253,2,5906489,1,214846262,1,297471472,1,1846357,1,11869995,2,217363491,2,2492846,1,3044125,2,25877,2,73697385,2,36805,2,15209865,2,36743,91,922118630,293,16148472,0,0
17,i01r06c05s05,2,675940,2,4573,2,115330,2,5746263,1,311457561,1,323579959,1,1942271,1,18899797,2,314097563,2,2477262,1,3112051,2,34015,2,80719871,2,37921,2,13822900,2,61156,91,899421521,293,16622851,0,0
18,i01r06c05s05,2,679265,2,4403,2,98418,2,1755606,1,284909210,1,163164711,1,1799250,1,17141910,2,287409479,2,3280092,1,3245299,2,17067,2,67756888,2,19363,2,22377031,2,23757,91,896685266,293,16240367,0,0
19,i01r06c05s05,2,659130,2,4585,2,94675,2,3362583,1,356633887,1,323945026,1,1830987,1,20612056,2,359146684,2,2637497,1,3138495,2,17208,2,59397321,2,18302,2,14965376,2,21753,91,903265068,293,16587824,0,0
20,i01r06c05s05,2,664613,2,4528,2,92906,2,6093644,1,137307219,1,324250647,1,1941538,1,11130667,2,139934004,2,2558698,1,3173285,2,15839,2,77951529,2,40064,2,14621123,2,39926,91,896028117,293,14796830,0,0
21,i01r06c05s05,2,653437,2,4321,2,84062,2,6944167,1,357077970,1,269852425,1,1779227,1,10933828,2,359531889,2,2488237,1,3126130,2,16694,2,77976798,2,32250,2,14116764,2,34009,91,912436466,293,13973031,0,0
22,i01r06c05s05,2,661752,2,4433,2,92025,2,1798948,1,286164902,1,272284247,1,2011205,1,19578950,2,288861059,2,2706621,1,3101132,2,22284,2,62821503,2,18418,2,17430294,2,25964,91,900130600,293,16316291,0,0
23,i01r06c05s05,2,671337,2,4847,2,100054,2,5316791,1,306321076,1,295548957,1,1962287,1,12620454,2,308976058,2,2503336,1,3142062,2,15751,2,76221266,2,46829,2,13258944,2,39327,91,914321661,293,14120139,0,0
24,i01r06c05s05,2,652203,2,4000,2,112077,2,2467797,1,357628135,1,277227126,1,1940644,1,15659998,2,360243468,2,3621755,1,3127405,2,20366,2,56320952,2,27937,2,21171674,2,28050,91,929673137,293,16622980,0,0
25,i01r06c05s05,2,674256,2,6711,2,96263,2,1911256,1,312402830,1,323354812,1,1864423,1,19307953,2,314965850,2,2820827,1,3137447,2,21710,2,60690467,2,19331,2,15600422,2,24398,91,911343200,293,17315343,0,0
26,i01r06c05s05,2,665168,2,4616,2,118297,2,6092688,1,171235558,1,279500503,1,2223019,1,12636165,2,174147511,2,3302614,1,3208783,2,70141,2,82461373,2,86270,2,18044195,2,70824,91,913867905,293,16000581,0,0
27,i01r06c05s05,2,668344,2,4922,2,98679,2,5850477,1,310054107,1,283762241,1,1897102,1,12980135,2,312641103,2,2522813,1,3143556,2,36866,2,80343079,2,37569,2,12991309,2,62214,91,932089840,293,17406879,0,0
28,i01r06c05s05,2,705803,2,4844,2,110197,2,5843668,1,284619317,1,242244034,1,1934699,1,11458118,2,287283109,2,2623262,1,3117196,2,23217,2,72121058,2,41006,2,14504962,2,38132,91,923113092,293,16603161,0,0
29,i01r06c05s05,2,675718,2,4662,2,92512,2,3359270,1,357300348,1,163697582,1,1908450,1,11705751,2,359905910,2,2714431,1,3128426,2,11628,2,58244831,2,18643,2,15446444,2,20787,91,909957694,293,14137240,0,0
30,i01r06c05s05,2,679278,2,4231,2,94176,2,6257812,1,298563634,1,286035686,1,1953513,1,12634654,2,301216925,2,2629273,1,3126905,2,19475,2,77634469,2,34616,2,14925283,2,58262,91,910008427,293,15902324,0,0
31,i01r06c05s05,2,663261,2,4541,2,89684,2,4879790,1,308231796,1,271362899,1,1951344,1,18079436,2,310869457,2,2486549,1,3185060,2,21153,2,71910633,2,32711,2,14420397,2,37289,91,904195477,293,16035882,0,0
32,i01r06c05s05,2,636141,2,4632,2,99338,2,5611598,1,350671764,1,163861235,1,1779178,1,10815433,2,353109776,2,2473949,1,3128895,2,25592,2,73743271,2,33581,2,15209625,2,35515,91,929259163,293,16667587,0,0
33,i01r06c05s05,2,703970,2,4910,2,103076,2,3493385,1,356769529,1,322813217,1,2014073,1,16713499,2,359510196,2,2847103,1,3217143,2,11981,2,63557787,2,25380,2,14596617,2,20927,91,898380767,293,14131775,0,0
34,i01r06c05s05,2,680651,2,4182,2,103887,2,1834443,1,330048028,1,163262712,1,1685959,1,19572000,2,332437062,2,2608513,1,3210578,2,11490,2,54564770,2,26725,2,15803336,2,23538,91,905479515,293,14140271,0,0
35,i01r06c05s05,2,665207,2,4265,2,109144,2,1804851,1,345088111,1,324210517,1,1817401,1,22176965,2,347593469,2,3525875,1,3123012,2,18278,2,69498252,2,20113,2,23139520,2,25962,91,897435192,293,16339039,0,0
36,i01r06c05s05,2,676238,2,4364,2,144661,2,3374279,1,356110647,1,208122126,1,1834986,1,11844490,2,358647627,2,3503539,1,3119536,2,16291,2,64043576,2,37860,2,19814441,2,31086,91,919834305,293,14260783,0,0
37,i01r06c05s05,2,668898,2,4040,2,103919,2,6537770,1,357401712,1,308963851,1,1841975,1,11042275,2,359932604,2,2536753,1,3138411,2,23921,2,75967721,2,32582,2,13791254,2,35584,91,915392163,293,16313760,0,0
38,i01r06c05s05,2,676616,2,4332,2,115055,2,6634979,1,343567940,1,164237420,1,1908204,1,19740606,2,346182825,2,3352863,1,3133652,2,19147,2,79626502,2,37297,2,19576865,2,44676,91,917490707,293,14284203,0,0
39,i01r06c05s05,2,675457,2,4309,2,105165,2,1750773,1,302820674,1,318937737,1,1898615,1,12606313,2,305415113,2,2659796,1,3070946,2,23102,2,57483531,2,22437,2,15855239,2,27472,91,917820572,293,16456317,0,0
40,i01r06c05s05,2,654827,2,5254,2,113287,2,6407925,1,356461692,1,307829722,1,1958900,1,19165359,2,359102661,2,3392680,1,3129746,2,24742,2,76967701,2,40456,2,19571865,2,39157,91,894491934,293,16285835,0,0
41,i01r06c05s05,2,659434,2,4895,2,98149,2,5949016,1,355916939,1,325173571,1,1741490,1,10943059,2,358341088,2,2543495,1,3127731,2,14680,2,75685368,2,31798,2,14402909,2,37132,91,914265291,293,14030274,0,0
42,i01r06c05s05,2,671186,2,4167,2,100424,2,1975643,1,344829551,1,308150446,1,1905008,1,19533550,2,347427546,2,2812213,1,3187726,2,17091,2,59856525,2,19261,2,15188134,2,23881,91,899936095,293,16422669,0,0
43,i01r06c05s05,2,671463,2,4975,2,94626,2,5880942,1,356289763,1,324119775,1,1906322,1,19706679,2,358889987,2,2554806,1,3126568,2,25718,2,75547619,2,32910,2,14658048,2,34318,91,899225136,293,16228340,0,0
44,i01r06c05s05,2,655445,2,4528,2,97826,2,5917211,1,299247027,1,308797362,1,1981450,1,16195770,2,301905169,2,2477333,1,3181017,2,24697,2,73876374,2,35538,2,15185339,2,36704,91,905436815,293,16222111,0,0
45,i01r06c05s05,2,675460,2,4489,2,94627,2,7141412,1,357098503,1,314470748,1,1805150,1,11070227,2,359600325,2,2502364,1,3048489,2,26173,2,80895787,2,34102,2,14878291,2,35851,91,916136360,293,16481326,0,0
46,i01r06c05s05,2,674408,2,4350,2,95397,2,2087138,1,298872932,1,266980519,1,1950648,1,13444668,2,301519548,2,2648947,1,3117627,2,17010,2,55084478,2,19872,2,15185017,2,22932,91,918747786,293,16590885,0,0
47,i01r06c05s05,2,670528,2,4635,2,93794,2,1771045,1,315556949,1,189616205,1,1873825,1,13904955,2,318123423,2,2669446,1,3059627,2,16854,2,57265494,2,18139,2,15832577,2,21779,91,916169061,293,16683074,0,0
