rank,processor,numBalanceLoad,nsSumBalanceLoad,numComputePartMasters,nsSumComputePartMasters,numCreateTree,nsSumCreateTree,numDestroyPartitions,nsSumDestroyPartitions,numLoadMSAFromRBACached,nsSumLoadMSAFromRBACached,numLoadMSAFromRBAUncached,nsSumLoadMSAFromRBAUncached,numLoadMSAFromReStore,nsSumLoadMSAFromReStore,numLoadMetadataFromRBA,nsSumLoadMetadataFromRBA,numRedoPartitionAssignment,nsSumRedoPartitionAssignment,numRestoreModels,nsSumRestoreModels,numSaveToReStore,nsSumSaveToReStore,numTreeinfoDestroy,nsSumTreeinfoDestroy,numTreeinfoInit,nsSumTreeinfoInit,numTreeinfoResetPartitions,nsSumTreeinfoResetPartitions,numTreeinfoUpdatePartialsAndCLVs,nsSumTreeinfoUpdatePartialsAndCLVs,numUTreeGraphDestroy,nsSumUTreeGraphDestroy,numUpdateModels,nsSumUpdateModels,numUpdateTree,nsSumUpdateTree,numwork,nsSumwork
0,i01r04c01s06,2,131779,2,6315,2,50888,2,210179,1,11226811,1,11594958,1,950063,1,204721,2,12335174,2,11362,1,1649395,2,3233,2,6759692,2,2471,2,1596097,2,16797,85,22192549,232,5072192,0,0
1,i01r04c01s06,2,137849,2,6155,2,51539,2,245927,1,12181967,1,21225434,1,1205908,1,223066,2,13544114,2,5715,1,1651081,2,3191,2,7105403,2,2196,2,1912969,2,16054,85,24314763,232,5208739,0,0
2,i01r04c01s06,2,141625,2,6092,2,48686,2,309274,1,9517005,1,20068035,1,1349068,1,190993,2,11027279,2,5904,1,1650976,2,2797,2,6939839,2,2400,2,1770785,2,16544,85,22872345,232,4994350,0,0
3,i01r04c01s06,2,131915,2,6403,2,47443,2,192830,1,17446560,1,9957654,1,1009113,1,216086,2,18605516,2,6898,1,1648820,2,3055,2,5747663,2,2818,2,1973722,2,17118,85,24436148,232,5158028,0,0
4,i01r04c01s06,2,131995,2,6304,2,47764,2,198323,1,14032163,1,18601271,1,1104349,1,240779,2,15286151,2,5775,1,1652575,2,3298,2,7246391,2,2333,2,2133521,2,15464,85,23255121,232,4969664,0,0
5,i01r04c01s06,2,128844,2,5776,2,48006,2,216086,1,15384842,1,6902631,1,1083895,1,200050,2,16615095,2,6388,1,1650223,2,3234,2,5873003,2,2541,2,1972804,2,16600,85,24637307,232,5216146,0,0
6,i01r04c01s06,2,151221,2,7191,2,52580,2,252461,1,8091998,1,21225405,1,1091282,1,225738,2,9355362,2,8458,1,1673215,2,3069,2,6982208,2,2665,2,2272686,2,16365,85,21815697,232,4967555,0,0
7,i01r04c01s06,2,133861,2,6332,2,48612,2,198726,1,19761366,1,17605008,1,1248366,1,240481,2,21161523,2,5245,1,1676639,2,3142,2,6667529,2,2015,2,2194893,2,15892,85,22703385,232,5187888,0,0
8,i01r04c01s06,2,155276,2,7231,2,63986,2,215459,1,14511288,1,11675410,1,1205170,1,220834,2,15891974,2,4845,1,1648604,2,3884,2,9226459,2,3457,2,1846132,2,20231,85,23455254,232,5174552,0,0
9,i01r04c01s06,2,131780,2,6118,2,47932,2,373409,1,15177402,1,16626205,1,1228724,1,185097,2,16555486,2,5551,1,1651213,2,3205,2,6156703,2,2365,2,2056607,2,16467,85,23752760,232,5203598,0,0
10,i01r04c01s06,2,129900,2,6095,2,49335,2,215580,1,14774614,1,9272653,1,1293960,1,233924,2,16215914,2,4985,1,1650073,2,3201,2,6329812,2,2376,2,1862847,2,16956,85,23904597,232,5225502,0,0
11,i01r04c01s06,2,135333,2,6440,2,51654,2,184140,1,14425660,1,2637914,1,1142817,1,187167,2,15721586,2,6877,1,1642046,2,3254,2,6768636,2,2259,2,1905896,2,17005,85,24468318,232,5119520,0,0
12,i01r04c01s06,2,126406,2,6164,2,47605,2,309464,1,14249754,1,20229997,1,1186953,1,213856,2,15581208,2,5401,1,1648566,2,3214,2,6324643,2,2111,2,1847404,2,16154,85,23013048,232,4981386,0,0
13,i01r04c01s06,2,124693,2,6255,2,48771,2,346941,1,12200708,1,19380069,1,1195692,1,235400,2,13539228,2,5703,1,1648617,2,2775,2,7056331,2,2083,2,1883324,2,16386,85,24121022,232,5206007,0,0
14,i01r04c01s06,2,135446,2,6255,2,47231,2,201540,1,14219497,1,8871633,1,1285167,1,224346,2,15657665,2,4650,1,1650036,2,3109,2,6379844,2,2149,2,1841218,2,16331,85,23737223,232,5190499,0,0
15,i01r04c01s06,2,129958,2,5843,2,46114,2,187573,1,19174515,1,20666304,1,1188267,1,178456,2,20508905,2,7300,1,1650866,2,2986,2,5796408,2,1960,2,1785322,2,16244,85,24889620,232,5312580,0,0
16,i01r04c01s06,2,121331,2,6031,2,49905,2,197815,1,14579023,1,10429511,1,1151821,1,192196,2,15870775,2,5543,1,1650121,2,6885,2,6370338,2,2593,2,1872785,2,17716,85,23472553,232,5444861,0,0
17,i01r04c01s06,2,132728,2,6069,2,51192,2,322872,1,12615352,1,20962307,1,1275222,1,192893,2,14040557,2,6137,1,1648724,2,7065,2,6122816,2,1896,2,1790800,2,16771,85,23584611,232,5517325,0,0
18,i01r04c01s06,2,153417,2,5920,2,49321,2,238395,1,12437165,1,9731738,1,1241023,1,228020,2,13849645,2,5414,1,1681134,2,3110,2,6847143,2,2147,2,1826669,2,17300,85,21379779,232,5195191,0,0
19,i01r04c01s06,2,124816,2,5966,2,51803,2,202474,1,14347025,1,18103478,1,1162740,1,238183,2,15652344,2,6762,1,1646821,2,3203,2,5834701,2,2065,2,1610520,2,16166,85,24523176,232,5271153,0,0
20,i01r04c01s06,2,130018,2,6339,2,44650,2,235602,1,14752948,1,10880458,1,1291964,1,184108,2,16192918,2,4670,1,1647787,2,3530,2,7156688,2,2142,2,1678988,2,16172,85,23512621,232,5220668,0,0
21,i01r04c01s06,2,130884,2,6351,2,46807,2,335272,1,19675341,1,19244481,1,1113911,1,184586,2,20937254,2,10109,1,1650737,2,3747,2,5883146,2,2311,2,1826612,2,17329,85,23976899,232,5207877,0,0
22,i01r04c01s06,2,132729,2,6056,2,45799,2,188730,1,14959051,1,13986280,1,1329405,1,219839,2,16438934,2,8851,1,1681861,2,3127,2,6618548,2,2272,2,1813937,2,16526,85,22008972,232,5093424,0,0
