rank,processor,numBalanceLoad,nsSumBalanceLoad,numComputePartMasters,nsSumComputePartMasters,numCreateTree,nsSumCreateTree,numDestroyPartitions,nsSumDestroyPartitions,numLoadMSAFromRBACached,nsSumLoadMSAFromRBACached,numLoadMSAFromRBAUncached,nsSumLoadMSAFromRBAUncached,numLoadMSAFromReStore,nsSumLoadMSAFromReStore,numLoadMetadataFromRBA,nsSumLoadMetadataFromRBA,numRedoPartitionAssignment,nsSumRedoPartitionAssignment,numRestoreModels,nsSumRestoreModels,numSaveToReStore,nsSumSaveToReStore,numTreeinfoDestroy,nsSumTreeinfoDestroy,numTreeinfoInit,nsSumTreeinfoInit,numTreeinfoResetPartitions,nsSumTreeinfoResetPartitions,numTreeinfoUpdatePartialsAndCLVs,nsSumTreeinfoUpdatePartialsAndCLVs,numUTreeGraphDestroy,nsSumUTreeGraphDestroy,numUpdateModels,nsSumUpdateModels,numUpdateTree,nsSumUpdateTree,numwork,nsSumwork
0,i04r09c03s01,2,783428,2,4316,2,183370,2,3708766,1,149537968,1,671929221,1,4388241,1,21322465,2,154738472,2,4279249,1,11745418,2,35197,2,83190332,2,33679,2,66347395,2,53488,78,688044508,385,28583840,0,0
1,i04r09c03s01,2,866561,2,4363,2,184719,2,3638612,1,111881918,1,585929751,1,4387348,1,21009302,2,117156946,2,4517116,1,11627679,2,22972,2,81501695,2,33285,2,66207857,2,48207,78,1112126189,385,29526772,0,0
2,i04r09c03s01,2,839937,2,4791,2,185165,2,3791981,1,176593423,1,666324569,1,4459642,1,24177604,2,181917366,2,5635515,1,11741038,2,23506,2,92079672,2,32432,2,92862468,2,52838,78,1123847993,385,28947842,0,0
3,i04r09c03s01,2,850109,2,4513,2,180443,2,8705698,1,118465521,1,607799453,1,4448958,1,22066258,2,123786914,2,4627738,1,11683850,2,54575,2,104796505,2,80323,2,66794026,2,86647,78,1139007823,385,30797542,0,0
4,i04r09c03s01,2,853768,2,5038,2,185441,2,7397879,1,181860322,1,596087991,1,4487995,1,33973990,2,187222894,2,4646620,1,11574070,2,55915,2,106095055,2,79156,2,64602170,2,83842,78,1121543687,385,30675502,0,0
5,i04r09c03s01,2,841504,2,4026,2,171760,2,8044651,1,111675549,1,658460005,1,4513852,1,35232104,2,117052024,2,4848991,1,11705281,2,43769,2,99418973,2,55221,2,63369470,2,64767,78,1124816695,385,30797258,0,0
6,i04r09c03s01,2,846783,2,4075,2,173019,2,4040709,1,76857268,1,659328183,1,4524220,1,21607592,2,82248953,2,4326673,1,11495541,2,24024,2,88494977,2,33071,2,63267494,2,47514,78,1115784828,385,30580885,0,0
7,i04r09c03s01,2,852931,2,4110,2,196392,2,8963216,1,180768525,1,657524313,1,4375798,1,21418502,2,186021081,2,4511298,1,11484139,2,45708,2,103493088,2,61850,2,64359672,2,65309,78,1134466967,385,30135196,0,0
8,i04r09c03s01,2,861820,2,3912,2,179330,2,3754339,1,209572274,1,667455410,1,4507897,1,22969062,2,214962350,2,4288362,1,11730738,2,36931,2,83072688,2,34551,2,64844283,2,52224,78,1124418450,385,31046936,0,0
9,i04r09c03s01,2,838401,2,4263,2,190418,2,9246873,1,167158827,1,598592284,1,4461231,1,34417935,2,172479387,2,4478806,1,11489233,2,61004,2,105829295,2,73741,2,65502686,2,84506,78,1124652099,385,29948609,0,0
