rank,processor,numBalanceLoad,nsSumBalanceLoad,numComputePartMasters,nsSumComputePartMasters,numCreateTree,nsSumCreateTree,numDestroyPartitions,nsSumDestroyPartitions,numLoadMSAFromRBACached,nsSumLoadMSAFromRBACached,numLoadMSAFromRBAUncached,nsSumLoadMSAFromRBAUncached,numLoadMSAFromReStore,nsSumLoadMSAFromReStore,numLoadMetadataFromRBA,nsSumLoadMetadataFromRBA,numRedoPartitionAssignment,nsSumRedoPartitionAssignment,numRestoreModels,nsSumRestoreModels,numSaveToReStore,nsSumSaveToReStore,numTreeinfoDestroy,nsSumTreeinfoDestroy,numTreeinfoInit,nsSumTreeinfoInit,numTreeinfoResetPartitions,nsSumTreeinfoResetPartitions,numTreeinfoUpdatePartialsAndCLVs,nsSumTreeinfoUpdatePartialsAndCLVs,numUTreeGraphDestroy,nsSumUTreeGraphDestroy,numUpdateModels,nsSumUpdateModels,numUpdateTree,nsSumUpdateTree,numwork,nsSumwork
0,i01r04c01s06,2,133810,2,5955,2,48685,2,197880,1,15067555,1,18582634,1,829236,1,249042,2,16057526,2,11767,1,1499451,2,2989,2,5826758,2,2569,2,1671314,2,16072,85,22282541,232,5047127,0,0
1,i01r04c01s06,2,131332,2,6186,2,52911,2,199078,1,9175843,1,16192202,1,992751,1,984705,2,10318433,2,5711,1,1520908,2,6817,2,6555606,2,2154,2,1776524,2,16081,85,24610983,232,5702725,0,0
2,i01r04c01s06,2,131834,2,6229,2,50713,2,202769,1,13298144,1,20726284,1,970187,1,1110451,2,14418432,2,5517,1,1529464,2,3246,2,6244851,2,2333,2,1686650,2,16293,85,23672492,232,4946491,0,0
3,i01r04c01s06,2,132557,2,5987,2,49667,2,205038,1,13678877,1,8831731,1,1069995,1,1719443,2,14899458,2,5373,1,1506524,2,2981,2,6223067,2,2264,2,2038681,2,16330,85,24512156,232,4985188,0,0
4,i01r04c01s06,2,130375,2,6247,2,51163,2,313960,1,14387691,1,18322434,1,964210,1,256882,2,15501727,2,4893,1,1543315,2,3281,2,7026288,2,2205,2,2092325,2,17749,85,21397024,232,4989974,0,0
5,i01r04c01s06,2,154303,2,6299,2,53654,2,205308,1,7964647,1,11990435,1,987722,1,243743,2,9125297,2,5697,1,1541580,2,3418,2,6359662,2,2266,2,2051481,2,17359,85,22541688,232,5167466,0,0
6,i01r04c01s06,2,133029,2,6413,2,48501,2,232682,1,11512217,1,18975647,1,1054442,1,324301,2,12717745,2,6068,1,1514074,2,2941,2,7443743,2,2305,2,2241790,2,17289,85,24027086,232,4993620,0,0
7,i01r04c01s06,2,136583,2,6471,2,46962,2,356604,1,13744043,1,8958782,1,988643,1,986799,2,14887823,2,5161,1,1507036,2,3041,2,6155244,2,2091,2,2209548,2,15947,85,23968288,232,5158674,0,0
8,i01r04c01s06,2,121055,2,6026,2,50294,2,202721,1,21285283,1,16268927,1,1009196,1,1268333,2,22432659,2,6766,1,1526179,2,3391,2,6102079,2,2232,2,1868608,2,15783,85,23776680,232,5134063,0,0
9,i01r04c01s06,2,163343,2,7067,2,51953,2,203477,1,12845778,1,3726985,1,1163840,1,1431716,2,14193122,2,5294,1,1535184,2,3064,2,7014270,2,2208,2,2110534,2,16233,85,22418563,232,5127321,0,0
10,i01r04c01s06,2,156473,2,7398,2,50005,2,198401,1,11518274,1,18988962,1,1171166,1,210078,2,12865717,2,5699,1,1542820,2,3187,2,6517863,2,2323,2,1819482,2,17107,85,21652569,232,5195036,0,0
11,i01r04c01s06,2,139392,2,6220,2,47508,2,217139,1,19331391,1,6657061,1,1082415,1,1466612,2,20571709,2,6015,1,1509611,2,6618,2,5812800,2,1848,2,1892426,2,15857,85,24330450,232,5525538,0,0
12,i01r04c01s06,2,124340,2,5868,2,49196,2,204874,1,13798958,1,13588194,1,1127145,1,263539,2,15068544,2,5109,1,1528843,2,7352,2,7043895,2,2419,2,1813819,2,16323,85,23499261,232,5432730,0,0
13,i01r04c01s06,2,136364,2,6128,2,52763,2,202840,1,19793715,1,5842561,1,1014018,1,221385,2,20964237,2,5119,1,1507838,2,3383,2,6673829,2,1894,2,1869137,2,16312,85,24446758,232,5253790,0,0
14,i01r04c01s06,2,127788,2,6012,2,48931,2,191994,1,20953032,1,9501953,1,1078614,1,228028,2,22176972,2,6061,1,1514002,2,2981,2,6170942,2,1901,2,1798833,2,15964,85,24123791,232,5126235,0,0
15,i01r04c01s06,2,132803,2,6252,2,48774,2,226840,1,14294584,1,11730441,1,1128782,1,1489872,2,15574337,2,5131,1,1506053,2,2803,2,6074789,2,2369,2,1852099,2,15838,85,24427902,232,5262126,0,0
16,i01r04c01s06,2,153490,2,6901,2,81707,2,307890,1,14215587,1,20329378,1,1092207,1,1705259,2,15482238,2,5173,1,1515218,2,9626,2,8453941,2,2603,2,2101623,2,26286,85,23316132,232,5580970,0,0
17,i01r04c01s06,2,182361,2,8153,2,78645,2,287385,1,20769889,1,21257772,1,1028374,1,254164,2,22004189,2,4936,1,1545595,2,4230,2,8287849,2,2613,2,1977735,2,24430,85,22235906,232,5197910,0,0
18,i01r04c01s06,2,130951,2,6219,2,49704,2,193682,1,21124858,1,7031798,1,1215390,1,1199255,2,22489735,2,6161,1,1526435,2,3226,2,5898033,2,2474,2,1850619,2,16481,85,23607091,232,5221036,0,0
19,i01r04c01s06,2,128489,2,6263,2,48750,2,186823,1,15003837,1,11979191,1,1003122,1,1189340,2,16154220,2,7699,1,1520003,2,3003,2,6630064,2,1963,2,1704386,2,16868,85,24551812,232,5251551,0,0
20,i01r04c01s06,2,138530,2,5969,2,50781,2,225371,1,11753365,1,7955599,1,1150869,1,197989,2,13059800,2,5215,1,1515572,2,3040,2,6597909,2,2079,2,1658019,2,17247,85,23249930,232,5169290,0,0
21,i01r04c01s06,2,128291,2,6161,2,48195,2,230625,1,18259041,1,20620422,1,1058290,1,224567,2,19462759,2,4874,1,1520598,2,3680,2,5854288,2,2350,2,1950911,2,16540,85,24352906,232,5327607,0,0
22,i01r04c01s06,2,126395,2,6228,2,45742,2,181826,1,21166473,1,5931660,1,1001402,1,251168,2,22311630,2,7061,1,1546803,2,3084,2,5819974,2,2291,2,1760598,2,16197,85,22058525,232,5116437,0,0
23,i01r04c01s06,2,137480,2,6110,2,52209,2,225961,1,13801669,1,13855779,1,1086975,1,232402,2,15044393,2,10093,1,1539349,2,2793,2,6353635,2,2034,2,1922627,2,16327,85,22609296,232,5202361,0,0
24,i01r04c01s06,2,131504,2,6544,2,48954,2,330001,1,8889939,1,11876510,1,1127356,1,214180,2,10168399,2,5996,1,1515065,2,2781,2,6699676,2,2323,2,1741857,2,15917,85,22861136,232,5189042,0,0
25,i01r04c01s06,2,132812,2,5774,2,48950,2,182511,1,18200162,1,20445036,1,1012065,1,197106,2,19361577,2,7493,1,1517024,2,2843,2,5814560,2,2740,2,1741369,2,16509,85,24505488,232,5300050,0,0
26,i01r04c01s06,2,131623,2,5897,2,49298,2,229154,1,13298636,1,3091477,1,1167882,1,1735416,2,14616027,2,8328,1,1530731,2,3314,2,6338502,2,2675,2,1805227,2,17490,85,23701862,232,5159770,0,0
27,i01r04c01s06,2,160510,2,7267,2,66660,2,241610,1,12598030,1,13967891,1,1129045,1,1002006,2,13908060,2,5338,1,1508833,2,3674,2,8477177,2,2749,2,1960596,2,19675,85,24193702,232,5210302,0,0
28,i01r04c01s06,2,128041,2,6323,2,48333,2,343397,1,21167010,1,652204,1,1152237,1,415302,2,22465178,2,5366,1,1546758,2,3050,2,5968910,2,2092,2,2029956,2,16089,85,21046664,232,5170349,0,0
29,i01r04c01s06,2,140840,2,6542,2,49683,2,233060,1,12936735,1,14080035,1,1008349,1,281730,2,14105294,2,5634,1,1520243,2,2976,2,7159115,2,2382,2,2260422,2,16394,85,24256011,232,5147571,0,0
30,i01r04c01s06,2,130139,2,5933,2,49530,2,210622,1,8916597,1,10137370,1,1075823,1,1475837,2,10142123,2,5643,1,1515745,2,2843,2,6419594,2,2205,2,1715680,2,16066,85,24010709,232,4961402,0,0
31,i01r04c01s06,2,175135,2,6805,2,63469,2,269194,1,19825882,1,20321927,1,1044487,1,197839,2,21066608,2,5401,1,1539306,2,3419,2,6311292,2,2414,2,1957431,2,19596,85,22639865,232,5250169,0,0
32,i01r04c01s06,2,127161,2,5842,2,47386,2,385147,1,14620689,1,8972287,1,1103932,1,517279,2,15868590,2,4482,1,1499937,2,3153,2,6857171,2,2401,2,1923142,2,16902,85,22551155,232,4854740,0,0
33,i01r04c01s06,2,140903,2,6163,2,57019,2,183529,1,19534937,1,19745324,1,900201,1,221883,2,20595482,2,5185,1,1518359,2,7187,2,5751862,2,2100,2,1909622,2,16220,85,24265501,232,5591387,0,0
34,i01r04c01s06,2,126926,2,6211,2,47829,2,323349,1,19168420,1,11834176,1,1133889,1,1070639,2,20448020,2,5659,1,1527624,2,3148,2,5754116,2,2383,2,1590300,2,16367,85,22721890,232,5145952,0,0
35,i01r04c01s06,2,139840,2,6075,2,46131,2,283601,1,20716342,1,21129429,1,962992,1,1112618,2,21835947,2,5739,1,1489939,2,7009,2,6050329,2,2399,2,1681854,2,15905,85,23674595,232,5550001,0,0
36,i01r04c01s06,2,134231,2,6240,2,47979,2,215957,1,20257364,1,13177335,1,1142833,1,213689,2,21551893,2,5013,1,1537221,2,3032,2,5871480,2,2557,2,2240240,2,16072,85,21372583,232,5074034,0,0
37,i01r04c01s06,2,138154,2,6362,2,55997,2,317376,1,21536736,1,20988472,1,955151,1,1492460,2,22648774,2,5700,1,1518577,2,2960,2,5802164,2,2241,2,2786634,2,16614,85,23892181,232,5106239,0,0
