rank,processor,numBalanceLoad,nsSumBalanceLoad,numComputePartMasters,nsSumComputePartMasters,numCreateTree,nsSumCreateTree,numDestroyPartitions,nsSumDestroyPartitions,numLoadMSAFromRBACached,nsSumLoadMSAFromRBACached,numLoadMSAFromRBAUncached,nsSumLoadMSAFromRBAUncached,numLoadMSAFromReStore,nsSumLoadMSAFromReStore,numLoadMetadataFromRBA,nsSumLoadMetadataFromRBA,numRedoPartitionAssignment,nsSumRedoPartitionAssignment,numRestoreModels,nsSumRestoreModels,numSaveToReStore,nsSumSaveToReStore,numTreeinfoDestroy,nsSumTreeinfoDestroy,numTreeinfoInit,nsSumTreeinfoInit,numTreeinfoResetPartitions,nsSumTreeinfoResetPartitions,numTreeinfoUpdatePartialsAndCLVs,nsSumTreeinfoUpdatePartialsAndCLVs,numUTreeGraphDestroy,nsSumUTreeGraphDestroy,numUpdateModels,nsSumUpdateModels,numUpdateTree,nsSumUpdateTree,numwork,nsSumwork
0,i08r11c03s03,2,2008924,2,103933,2,72851,2,434625,1,19782434,1,255047629,1,1022805,1,194860,2,22957606,2,13750,1,13358055,2,3522,2,6867742,2,2880,2,5622931,2,20429,71,18016625,259,8453744,0,0
1,i08r11c03s03,2,1934836,2,99390,2,71676,2,367063,1,21692890,1,253812641,1,1290763,1,214171,2,25032303,2,8417,1,13371304,2,7752,2,6988790,2,1945,2,7410507,2,22406,71,20439661,259,9757298,0,0
2,i08r11c03s03,2,1974298,2,103943,2,68254,2,335132,1,19830506,1,253177008,1,1438027,1,197584,2,23360050,2,9081,1,16202160,2,3440,2,6988388,2,2210,2,7931588,2,20139,71,19429958,259,8544642,0,0
3,i08r11c03s03,2,1955330,2,99843,2,70009,2,462844,1,22385954,1,255354163,1,1395907,1,221041,2,25853927,2,12150,1,13367744,2,3795,2,7026078,2,2620,2,8313090,2,21518,71,20666638,259,8659027,0,0
4,i08r11c03s03,2,1843010,2,99027,2,68160,2,438276,1,20675124,1,253030503,1,1305550,1,205811,2,23937586,2,8815,1,13353427,2,3381,2,7094409,2,2527,2,8300276,2,20475,71,19491270,259,8646513,0,0
5,i08r11c03s03,2,1953806,2,105822,2,73779,2,357240,1,20848209,1,254023180,1,1316878,1,209048,2,24239887,2,9079,1,13370968,2,3732,2,7051783,2,2896,2,8012513,2,21316,71,20139720,259,8649145,0,0
6,i08r11c03s03,2,2046298,2,102975,2,66076,2,380210,1,22311499,1,255807561,1,1293758,1,200038,2,25769046,2,9768,1,13358869,2,3437,2,6646172,2,2622,2,7984938,2,21045,71,19960938,259,8524549,0,0
7,i08r11c03s03,2,1861168,2,97749,2,67318,2,476862,1,22358686,1,254955532,1,1329003,1,213518,2,25660559,2,10302,1,13364176,2,3158,2,7479038,2,2186,2,7927650,2,21132,71,20578828,259,8661389,0,0
8,i08r11c03s03,2,1934637,2,99834,2,65444,2,334766,1,19750334,1,254217043,1,1407498,1,216534,2,23207302,2,9740,1,13362834,2,3531,2,7846517,2,2350,2,7309583,2,20909,71,19569196,259,8490506,0,0
9,i08r11c03s03,2,1901417,2,99353,2,67708,2,316654,1,20556764,1,254477856,1,1326499,1,196714,2,23899409,2,8811,1,13367672,2,3892,2,8105192,2,2139,2,8287883,2,19847,71,20420497,259,8489574,0,0
