rank,processor,numBalanceLoad,nsSumBalanceLoad,numComputePartMasters,nsSumComputePartMasters,numCreateTree,nsSumCreateTree,numDestroyPartitions,nsSumDestroyPartitions,numLoadMSAFromRBACached,nsSumLoadMSAFromRBACached,numLoadMSAFromRBAUncached,nsSumLoadMSAFromRBAUncached,numLoadMSAFromReStore,nsSumLoadMSAFromReStore,numLoadMetadataFromRBA,nsSumLoadMetadataFromRBA,numRedoPartitionAssignment,nsSumRedoPartitionAssignment,numRestoreModels,nsSumRestoreModels,numSaveToReStore,nsSumSaveToReStore,numTreeinfoDestroy,nsSumTreeinfoDestroy,numTreeinfoInit,nsSumTreeinfoInit,numTreeinfoResetPartitions,nsSumTreeinfoResetPartitions,numTreeinfoUpdatePartialsAndCLVs,nsSumTreeinfoUpdatePartialsAndCLVs,numUTreeGraphDestroy,nsSumUTreeGraphDestroy,numUpdateModels,nsSumUpdateModels,numUpdateTree,nsSumUpdateTree,numwork,nsSumwork
0,i04r09c03s01,2,859492,2,3903,2,203571,2,5018855,1,168306024,1,457606901,1,4638756,1,22738959,2,173834235,2,5573331,1,11687379,2,40788,2,105816858,2,45667,2,88337122,2,62093,78,697791622,385,31307506,0,0
1,i04r09c03s01,2,947619,2,4874,2,185970,2,3724073,1,78235259,1,466296985,1,4533682,1,29387856,2,83738522,2,4468095,1,11779116,2,35221,2,83265512,2,33669,2,65938263,2,48977,78,1138630964,385,31180807,0,0
2,i04r09c03s01,2,897385,2,4205,2,212020,2,5055451,1,168009677,1,483330481,1,4675939,1,25494844,2,173605220,2,5580632,1,11901900,2,29963,2,102165280,2,41969,2,89382870,2,54196,78,1129324394,385,30576520,0,0
3,i04r09c03s01,2,864754,2,4394,2,189272,2,8955914,1,98233893,1,451068436,1,4595061,1,27927056,2,103715936,2,4663092,1,11840557,2,30029,2,103443767,2,75384,2,66633183,2,85086,78,1145796263,385,29847358,0,0
4,i04r09c03s01,2,922527,2,4250,2,177566,2,7211667,1,130547619,1,452361025,1,4622768,1,22379545,2,136115037,2,4919229,1,11896320,2,28357,2,105119129,2,78167,2,64728922,2,84750,78,1112622223,385,30256408,0,0
5,i04r09c03s01,2,935321,2,4103,2,190027,2,8704301,1,99001729,1,457495458,1,4690857,1,40487042,2,104650463,2,4791273,1,12111923,2,48159,2,101387916,2,56861,2,63291524,2,67216,78,1126505713,385,30976254,0,0
6,i04r09c03s01,2,859731,2,4376,2,192483,2,3890047,1,193318111,1,449158819,1,4724456,1,39166758,2,198925748,2,4314817,1,11645143,2,23257,2,85161117,2,34880,2,63313523,2,49867,78,1122854698,385,30562749,0,0
7,i04r09c03s01,2,927347,2,4477,2,199165,2,7923194,1,200774834,1,453340183,1,4579280,1,27484445,2,206305660,2,4559045,1,11627686,2,46772,2,99076248,2,67872,2,64513863,2,80966,78,1151904294,385,30281898,0,0
8,i04r09c03s01,2,861528,2,4544,2,193938,2,4102429,1,199531204,1,474264992,1,4657285,1,38493803,2,205071894,2,4393706,1,11852315,2,34712,2,84193526,2,34627,2,64367318,2,48476,78,1130570428,385,31058190,0,0
9,i04r09c03s01,2,952537,2,3749,2,199116,2,8621057,1,139955641,1,451123349,1,5175095,1,28337532,2,146104095,2,4611926,1,11640882,2,83718,2,107150801,2,97111,2,67303860,2,108531,78,1157315814,385,30040606,0,0
