rank,processor,numBalanceLoad,nsSumBalanceLoad,numComputePartMasters,nsSumComputePartMasters,numCreateTree,nsSumCreateTree,numDestroyPartitions,nsSumDestroyPartitions,numLoadMSAFromRBACached,nsSumLoadMSAFromRBACached,numLoadMSAFromRBAUncached,nsSumLoadMSAFromRBAUncached,numLoadMSAFromReStore,nsSumLoadMSAFromReStore,numLoadMetadataFromRBA,nsSumLoadMetadataFromRBA,numRedoPartitionAssignment,nsSumRedoPartitionAssignment,numRestoreModels,nsSumRestoreModels,numSaveToReStore,nsSumSaveToReStore,numTreeinfoDestroy,nsSumTreeinfoDestroy,numTreeinfoInit,nsSumTreeinfoInit,numTreeinfoResetPartitions,nsSumTreeinfoResetPartitions,numTreeinfoUpdatePartialsAndCLVs,nsSumTreeinfoUpdatePartialsAndCLVs,numUTreeGraphDestroy,nsSumUTreeGraphDestroy,numUpdateModels,nsSumUpdateModels,numUpdateTree,nsSumUpdateTree,numwork,nsSumwork
0,i03r06c04s12,2,1927460,2,101196,2,63122,2,444756,1,400228616,1,865743226,1,1521012,1,194872,2,403803387,2,7524,1,16621727,2,4582,2,6350980,2,26919,2,1412978,2,18382,78,63584394,190,3427176,0,0
1,i03r06c04s12,2,1924962,2,113992,2,50974,2,271616,1,395530496,1,866347253,1,1866610,1,270641,2,399450781,2,9732,1,16612727,2,4028,2,6147611,2,18373,2,1848068,2,12389,78,65388710,190,3659163,0,0
2,i03r06c04s12,2,1960702,2,101547,2,49511,2,225648,1,402832979,1,874988562,1,1681103,1,192993,2,406591520,2,8882,1,16620650,2,4121,2,6804799,2,23698,2,1438411,2,13746,78,66300164,190,3700965,0,0
3,i03r06c04s12,2,1839797,2,104552,2,71689,2,407399,1,400785411,1,865784160,1,1883784,1,285545,2,404629302,2,7840,1,16613443,2,4940,2,7765727,2,30072,2,2104729,2,17923,78,66227583,190,3862897,0,0
4,i03r06c04s12,2,1945529,2,107936,2,52485,2,213540,1,386810866,1,874009631,1,1866470,1,220628,2,390747145,2,8542,1,16623809,2,3702,2,6191187,2,20000,2,1892710,2,13671,78,65582974,190,3684619,0,0
5,i03r06c04s12,2,2034694,2,100094,2,52814,2,365557,1,403088275,1,848464094,1,1732574,1,254709,2,406970915,2,7720,1,16617736,2,4333,2,5927201,2,19893,2,1668538,2,13232,78,65591315,190,3806377,0,0
6,i03r06c04s12,2,1962047,2,99357,2,70962,2,307953,1,399151522,1,874512477,1,1855546,1,190424,2,403086228,2,6860,1,16461255,2,4595,2,8067344,2,30506,2,1904616,2,17723,78,65546563,190,3826230,0,0
7,i03r06c04s12,2,1986168,2,96931,2,53845,2,204305,1,402740994,1,865386145,1,1717538,1,197028,2,406556511,2,7295,1,16617473,2,4219,2,6031988,2,20037,2,1743113,2,13809,78,66491139,190,4006589,0,0
8,i03r06c04s12,2,1980403,2,102683,2,52947,2,243319,1,398408037,1,874574198,1,1776155,1,205293,2,402284301,2,6534,1,16623986,2,4013,2,6372648,2,19841,2,2008615,2,14025,78,69336086,190,3823823,0,0
9,i03r06c04s12,2,1946322,2,108709,2,51319,2,242019,1,400619150,1,865344497,1,1859697,1,178694,2,404549443,2,7136,1,16615386,2,4064,2,6460774,2,27495,2,1776254,2,12924,78,65986118,190,3770854,0,0
10,i03r06c04s12,2,1928679,2,109711,2,51798,2,261129,1,383575967,1,866877387,1,1870682,1,207416,2,387500922,2,6948,1,16629755,2,3927,2,6482592,2,19316,2,1844545,2,14044,78,65279196,190,3726456,0,0
11,i03r06c04s12,2,1944820,2,111436,2,52731,2,236110,1,403028058,1,843803126,1,1936727,1,258224,2,407036867,2,5810,1,16620736,2,4280,2,5980215,2,30734,2,2403795,2,13249,78,66151881,190,3833067,0,0
12,i03r06c04s12,2,1961342,2,99800,2,52945,2,334697,1,400237979,1,875120903,1,1670757,1,177624,2,403985639,2,6684,1,16630446,2,3678,2,6187742,2,30995,2,1580007,2,13208,78,66493360,190,3748657,0,0
