rank,processor,numBalanceLoad,nsSumBalanceLoad,numComputePartMasters,nsSumComputePartMasters,numCreateTree,nsSumCreateTree,numDestroyPartitions,nsSumDestroyPartitions,numLoadMSAFromRBACached,nsSumLoadMSAFromRBACached,numLoadMSAFromRBAUncached,nsSumLoadMSAFromRBAUncached,numLoadMSAFromReStore,nsSumLoadMSAFromReStore,numLoadMetadataFromRBA,nsSumLoadMetadataFromRBA,numRedoPartitionAssignment,nsSumRedoPartitionAssignment,numRestoreModels,nsSumRestoreModels,numSaveToReStore,nsSumSaveToReStore,numTreeinfoDestroy,nsSumTreeinfoDestroy,numTreeinfoInit,nsSumTreeinfoInit,numTreeinfoResetPartitions,nsSumTreeinfoResetPartitions,numTreeinfoUpdatePartialsAndCLVs,nsSumTreeinfoUpdatePartialsAndCLVs,numUTreeGraphDestroy,nsSumUTreeGraphDestroy,numUpdateModels,nsSumUpdateModels,numUpdateTree,nsSumUpdateTree,numwork,nsSumwork
0,i04r09c03s01,2,824303,2,4424,2,184862,2,3728799,1,164124375,1,727403705,1,4481503,1,35461982,2,169461180,2,4307321,1,11904422,2,23224,2,87272745,2,36162,2,66627241,2,56328,78,676165852,385,29846248,0,0
1,i04r09c03s01,2,879351,2,3985,2,187693,2,3636101,1,159695145,1,717043315,1,4435272,1,35813359,2,165029837,2,4861868,1,11774475,2,23046,2,85486878,2,32342,2,67106458,2,51658,78,1105321889,385,29791268,0,0
2,i04r09c03s01,2,863054,2,4097,2,197958,2,3883859,1,121271989,1,714262370,1,4489615,1,21611043,2,126646254,2,4463074,1,11881168,2,33199,2,82826221,2,31976,2,67616034,2,47664,78,1112402522,385,30108805,0,0
3,i04r09c03s01,2,888585,2,4143,2,173398,2,3631266,1,90110733,1,683968247,1,4466716,1,22281975,2,95484886,2,4341226,1,11601760,2,23256,2,86221232,2,34056,2,65797305,2,48489,78,1134251622,385,27879233,0,0
4,i04r09c03s01,2,846846,2,4031,2,184066,2,3942606,1,107841003,1,664459843,1,4522822,1,22211632,2,113230509,2,4572218,1,11434606,2,34931,2,86206489,2,34734,2,66447808,2,51029,78,1150091681,385,31260610,0,0
5,i04r09c03s01,2,902142,2,4028,2,179713,2,7776531,1,173155111,1,673626069,1,4535509,1,21853586,2,178612006,2,5142978,1,11612677,2,53786,2,104759112,2,71346,2,63786062,2,79944,78,1140780918,385,30769086,0,0
6,i04r09c03s01,2,864711,2,4017,2,174792,2,3839257,1,102717658,1,722262549,1,4566124,1,21818616,2,108169007,2,4466970,1,11387595,2,34797,2,87691359,2,34780,2,63999256,2,48648,78,1142096085,385,30581106,0,0
7,i04r09c03s01,2,839662,2,4002,2,183740,2,4154587,1,171897297,1,717561534,1,4374760,1,22097673,2,177133783,2,4701132,1,11330628,2,34508,2,85878057,2,35348,2,66406169,2,51519,78,1161123496,385,30831620,0,0
8,i04r09c03s01,2,881645,2,4137,2,187152,2,3920247,1,169660884,1,709529881,1,4457344,1,22079688,2,175020931,2,4290607,1,11587735,2,34817,2,86847424,2,38273,2,65217830,2,56186,78,1152994038,385,30896412,0,0
9,i04r09c03s01,2,889748,2,4329,2,181407,2,7639450,1,178691729,1,722095071,1,4563270,1,21161163,2,184167414,2,4783246,1,11376101,2,51484,2,111111163,2,74525,2,67305913,2,79736,78,1148777810,385,30758349,0,0
10,i04r09c03s01,2,832217,2,4308,2,205127,2,6909771,1,171112542,1,721076590,1,4622744,1,21384762,2,176588953,2,4797607,1,11653187,2,48799,2,104654089,2,56692,2,65873055,2,76165,78,1132938723,385,30795676,0,0
11,i04r09c03s01,2,872253,2,4202,2,173050,2,3768773,1,108979896,1,724714008,1,4564738,1,22336261,2,114438192,2,4558565,1,11603161,2,23406,2,84082578,2,45092,2,65793159,2,49676,78,1159019413,385,29757037,0,0
12,i04r09c03s01,2,853945,2,3927,2,194084,2,4238457,1,188483625,1,709967698,1,4456830,1,21467351,2,193815677,2,4257425,1,11857056,2,33790,2,87304240,2,37460,2,63566245,2,49582,78,1121873914,385,30177555,0,0
13,i04r09c03s01,2,876931,2,4226,2,168568,2,3724080,1,157326400,1,724045804,1,4513058,1,35435060,2,162736326,2,4483110,1,11614719,2,33696,2,82711706,2,32537,2,65353955,2,49523,78,1149428295,385,30372233,0,0
