rank,processor,numBalanceLoad,nsSumBalanceLoad,numComputePartMasters,nsSumComputePartMasters,numCreateTree,nsSumCreateTree,numDestroyPartitions,nsSumDestroyPartitions,numLoadMSAFromRBACached,nsSumLoadMSAFromRBACached,numLoadMSAFromRBAUncached,nsSumLoadMSAFromRBAUncached,numLoadMSAFromReStore,nsSumLoadMSAFromReStore,numLoadMetadataFromRBA,nsSumLoadMetadataFromRBA,numRedoPartitionAssignment,nsSumRedoPartitionAssignment,numRestoreModels,nsSumRestoreModels,numSaveToReStore,nsSumSaveToReStore,numTreeinfoDestroy,nsSumTreeinfoDestroy,numTreeinfoInit,nsSumTreeinfoInit,numTreeinfoResetPartitions,nsSumTreeinfoResetPartitions,numTreeinfoUpdatePartialsAndCLVs,nsSumTreeinfoUpdatePartialsAndCLVs,numUTreeGraphDestroy,nsSumUTreeGraphDestroy,numUpdateModels,nsSumUpdateModels,numUpdateTree,nsSumUpdateTree,numwork,nsSumwork
0,i01r01c03s01,2,282487,2,13583,2,41890,2,361620,1,2992178,1,94071722,1,1394716,1,296510,2,4702654,2,11678,1,2138160,2,4165,2,6738426,2,2898,2,1685301,2,17725,64,18332389,189,3736575,0,0
1,i01r01c03s01,2,264463,2,13147,2,43484,2,420681,1,2618105,1,95631547,1,1403441,1,528822,2,4311318,2,8176,1,2137369,2,3735,2,6776897,2,2505,2,1995717,2,18409,64,19567028,189,3721847,0,0
2,i01r01c03s01,2,262473,2,14005,2,42434,2,258379,1,4086230,1,95129696,1,1253594,1,253532,2,5629752,2,6018,1,2141032,2,7347,2,7648364,2,2548,2,1604221,2,25195,64,18970695,189,3957907,0,0
3,i01r01c03s01,2,265747,2,13112,2,42325,2,322629,1,1697281,1,94435937,1,1219619,1,1459540,2,3208637,2,9948,1,2136996,2,3716,2,6357782,2,2646,2,1682836,2,19845,64,18807061,189,3662982,0,0
4,i01r01c03s01,2,268161,2,13924,2,47275,2,531027,1,4201274,1,96007270,1,1359958,1,201713,2,5856399,2,6847,1,2168683,2,4458,2,9267106,2,2919,2,1950010,2,20736,64,18763512,189,3711376,0,0
5,i01r01c03s01,2,287146,2,14024,2,45281,2,426313,1,2623799,1,94303718,1,1285596,1,1401873,2,4224372,2,7386,1,2164203,2,3381,2,6540138,2,2917,2,1657448,2,19275,64,19444463,189,3763035,0,0
6,i01r01c03s01,2,274585,2,13399,2,38026,2,316786,1,2911325,1,93033853,1,1269728,1,313943,2,4480677,2,6107,1,2137609,2,3807,2,6646723,2,2177,2,1724579,2,17410,64,18997301,189,3661919,0,0
7,i01r01c03s01,2,282295,2,13855,2,39845,2,498457,1,2489348,1,95581767,1,1116889,1,509472,2,3914794,2,6558,1,2158821,2,3169,2,6652025,2,3078,2,1674248,2,17611,64,19763024,189,3703698,0,0
8,i01r01c03s01,2,269930,2,13725,2,63755,2,498636,1,5143914,1,94791553,1,1094158,1,255217,2,6535350,2,6788,1,2172712,2,3815,2,6669913,2,2607,2,1604574,2,17140,64,18286348,189,3597279,0,0
9,i01r01c03s01,2,261131,2,12742,2,36538,2,367576,1,2021977,1,95054155,1,1355050,1,547303,2,3662983,2,6811,1,2166208,2,3591,2,6696591,2,2655,2,2080763,2,18275,64,18875561,189,3620234,0,0
10,i01r01c03s01,2,276437,2,13419,2,57742,2,293234,1,2635217,1,93683437,1,1246346,1,273490,2,4183354,2,9166,1,2140333,2,4116,2,6774131,2,2376,2,2008329,2,18895,64,18940001,189,3720191,0,0
11,i01r01c03s01,2,266921,2,13535,2,43905,2,434083,1,5010589,1,92127353,1,1303055,1,385258,2,6606539,2,7649,1,2156549,2,4636,2,6423422,2,2837,2,1754655,2,19547,64,19674813,189,3665948,0,0
