rank,processor,numBalanceLoad,nsSumBalanceLoad,numComputePartMasters,nsSumComputePartMasters,numCreateTree,nsSumCreateTree,numDestroyPartitions,nsSumDestroyPartitions,numLoadMSAFromRBACached,nsSumLoadMSAFromRBACached,numLoadMSAFromRBAUncached,nsSumLoadMSAFromRBAUncached,numLoadMSAFromReStore,nsSumLoadMSAFromReStore,numLoadMetadataFromRBA,nsSumLoadMetadataFromRBA,numRedoPartitionAssignment,nsSumRedoPartitionAssignment,numRestoreModels,nsSumRestoreModels,numSaveToReStore,nsSumSaveToReStore,numTreeinfoDestroy,nsSumTreeinfoDestroy,numTreeinfoInit,nsSumTreeinfoInit,numTreeinfoResetPartitions,nsSumTreeinfoResetPartitions,numTreeinfoUpdatePartialsAndCLVs,nsSumTreeinfoUpdatePartialsAndCLVs,numUTreeGraphDestroy,nsSumUTreeGraphDestroy,numUpdateModels,nsSumUpdateModels,numUpdateTree,nsSumUpdateTree,numwork,nsSumwork
0,i08r11c03s03,2,2117597,2,100163,2,70958,2,603526,1,2800108,1,241660022,1,788945,1,514083,2,5831130,2,11071,1,14507579,2,3218,2,6961763,2,3106,2,5679950,2,19835,71,52166406,259,8374262,0,0
1,i08r11c03s03,2,1927453,2,97505,2,66269,2,333676,1,1789201,1,240886283,1,1045289,1,354293,2,4872453,2,13095,1,14508930,2,3667,2,7294685,2,2049,2,7499219,2,19658,71,54288049,259,8627429,0,0
2,i08r11c03s03,2,1847946,2,101314,2,68300,2,576865,1,2794019,1,239374497,1,1091588,1,245489,2,5849471,2,9778,1,14506848,2,3355,2,7743476,2,2119,2,7714900,2,19694,71,53399428,259,8517898,0,0
3,i08r11c03s03,2,1970668,2,102888,2,63796,2,317169,1,1839412,1,240452147,1,1053207,1,338603,2,4980125,2,9521,1,14514589,2,3941,2,7105813,2,2451,2,8396796,2,20490,71,54655419,259,8513177,0,0
4,i08r11c03s03,2,1898783,2,98053,2,68882,2,477322,1,2392201,1,240719837,1,1018948,1,409287,2,5421919,2,8969,1,14508310,2,3335,2,7078696,2,2090,2,8174178,2,21324,71,52947249,259,8488239,0,0
5,i08r11c03s03,2,1941798,2,97841,2,83759,2,655146,1,3106914,1,239857759,1,1062577,1,295507,2,6223222,2,9704,1,14512505,2,3472,2,7038754,2,2200,2,7974758,2,21063,71,53398342,259,8552119,0,0
6,i08r11c03s03,2,2084799,2,102661,2,64573,2,376335,1,1938408,1,240278238,1,1016534,1,487022,2,5157504,2,8801,1,14507086,2,8214,2,7467005,2,1835,2,7924895,2,20254,71,53234388,259,9552245,0,0
7,i08r11c03s03,2,1940001,2,101829,2,67928,2,317655,1,1743488,1,241404976,1,1135156,1,327856,2,4934605,2,8626,1,14514452,2,3363,2,7287072,2,2891,2,8780218,2,19718,71,54424816,259,8511383,0,0
8,i08r11c03s03,2,1928429,2,98714,2,65997,2,332578,1,1441580,1,240807543,1,1019669,1,406520,2,4502215,2,8560,1,14510874,2,3679,2,7074770,2,2229,2,8083439,2,20399,71,53294964,259,8370119,0,0
9,i08r11c03s03,2,1885240,2,100093,2,68780,2,317910,1,1302695,1,239758661,1,1045562,1,453557,2,4347575,2,8832,1,14503608,2,3193,2,7833900,2,2542,2,8232361,2,20115,71,54254767,259,8646842,0,0
10,i08r11c03s03,2,1997465,2,101025,2,66416,2,437831,1,2339466,1,240483762,1,1105237,1,311243,2,5557581,2,8587,1,14507051,2,3851,2,7040781,2,2171,2,6943154,2,20905,71,53145371,259,8376471,0,0
11,i08r11c03s03,2,1869851,2,103019,2,71081,2,669262,1,3150642,1,241239369,1,1171766,1,537505,2,6309492,2,8830,1,14513094,2,3729,2,7198623,2,2283,2,8250015,2,19970,71,53507641,259,8445884,0,0
12,i08r11c03s03,2,1945556,2,102183,2,64332,2,655000,1,3020458,1,241346236,1,1089250,1,426344,2,6188593,2,10704,1,14511549,2,3442,2,7717118,2,2455,2,7065218,2,19667,71,53184838,259,8629291,0,0
13,i08r11c03s03,2,1928009,2,97181,2,65648,2,478696,1,2297783,1,241080861,1,977072,1,296778,2,5313904,2,9671,1,14508644,2,8145,2,8039742,2,2239,2,8590536,2,19181,71,54339839,259,9524171,0,0
14,i08r11c03s03,2,1832776,2,102702,2,80821,2,642936,1,2012338,1,240873162,1,1170539,1,330368,2,5132519,2,11164,1,14509381,2,3768,2,8662522,2,2521,2,14681026,2,29845,71,53470770,259,8394930,0,0
15,i08r11c03s03,2,1927532,2,100739,2,68856,2,532398,1,2993347,1,240828971,1,1081687,1,429524,2,6116917,2,8535,1,14507669,2,3202,2,7056773,2,2783,2,8411715,2,19720,71,54264035,259,8778915,0,0
16,i08r11c03s03,2,1962574,2,101020,2,66432,2,648952,1,3031344,1,241996201,1,1178151,1,484389,2,6286819,2,8903,1,14509599,2,3518,2,7017264,2,2024,2,8179258,2,19067,71,53233052,259,8445096,0,0
17,i08r11c03s03,2,2172289,2,114388,2,67402,2,345453,1,1653403,1,240616243,1,944669,1,443129,2,4900152,2,8059,1,14507215,2,3983,2,8178213,2,2105,2,8717137,2,20196,71,53772100,259,8511305,0,0
18,i08r11c03s03,2,1855601,2,100102,2,83429,2,733699,1,2315790,1,241177864,1,1155603,1,360158,2,5441294,2,12599,1,14507696,2,4714,2,10584534,2,2798,2,14103464,2,22861,71,53231908,259,8348304,0,0
19,i08r11c03s03,2,1916109,2,100936,2,66937,2,443103,1,2333847,1,239412532,1,958336,1,2483549,2,5323905,2,8766,1,14514025,2,3586,2,8152567,2,1963,2,9022235,2,20214,71,54383909,259,8343353,0,0
