rank,processor,numBalanceLoad,nsSumBalanceLoad,numComputePartMasters,nsSumComputePartMasters,numCreateTree,nsSumCreateTree,numDestroyPartitions,nsSumDestroyPartitions,numLoadMSAFromRBACached,nsSumLoadMSAFromRBACached,numLoadMSAFromRBAUncached,nsSumLoadMSAFromRBAUncached,numLoadMSAFromReStore,nsSumLoadMSAFromReStore,numLoadMetadataFromRBA,nsSumLoadMetadataFromRBA,numRedoPartitionAssignment,nsSumRedoPartitionAssignment,numRestoreModels,nsSumRestoreModels,numSaveToReStore,nsSumSaveToReStore,numTreeinfoDestroy,nsSumTreeinfoDestroy,numTreeinfoInit,nsSumTreeinfoInit,numTreeinfoResetPartitions,nsSumTreeinfoResetPartitions,numTreeinfoUpdatePartialsAndCLVs,nsSumTreeinfoUpdatePartialsAndCLVs,numUTreeGraphDestroy,nsSumUTreeGraphDestroy,numUpdateModels,nsSumUpdateModels,numUpdateTree,nsSumUpdateTree,numwork,nsSumwork
0,i01r06c05s05,2,535141,2,6458,2,94244,2,5082407,1,289201825,1,318846241,1,1520917,1,17565444,2,291292121,2,2576347,1,3230231,2,23782,2,72486835,2,28319,2,13477902,2,35051,91,603649097,293,16866013,0,0
1,i01r06c05s05,2,667411,2,4680,2,98683,2,6535990,1,359506241,1,236018179,1,1723590,1,11056980,2,361918986,2,2661322,1,3091438,2,23927,2,79859103,2,32703,2,13011595,2,40456,91,920003564,293,16509248,0,0
2,i01r06c05s05,2,639071,2,4198,2,93881,2,5756413,1,285200841,1,281388813,1,1813826,1,11619592,2,287673443,2,2472395,1,3134950,2,19301,2,73229476,2,30440,2,14384495,2,51475,91,883076223,293,15775668,0,0
3,i01r06c05s05,2,682293,2,4018,2,86218,2,1987831,1,352446540,1,318844253,1,1628788,1,11059299,2,354778882,2,2926735,1,3076072,2,11434,2,69263954,2,18323,2,16092645,2,21366,91,908262806,293,14102286,0,0
4,i01r06c05s05,2,650188,2,4325,2,90315,2,5797295,1,288128733,1,239544234,1,1783006,1,10904428,2,290584449,2,2496470,1,3151770,2,15136,2,74610754,2,37542,2,15139194,2,33982,91,912664560,293,14097753,0,0
5,i01r06c05s05,2,641262,2,4204,2,85489,2,2771346,1,357379012,1,328213707,1,1888965,1,12216984,2,359932160,2,2938247,1,3077195,2,12092,2,62550848,2,18428,2,16615702,2,23826,91,908868868,293,14089170,0,0
6,i01r06c05s05,2,636311,2,4580,2,81094,2,5537975,1,138142702,1,152715270,1,1827846,1,11538211,2,140626780,2,2537653,1,3087456,2,15362,2,72526974,2,29902,2,13189862,2,37859,91,929854555,293,14633188,0,0
7,i01r06c05s05,2,688705,2,4499,2,91572,2,3690586,1,359209790,1,317894794,1,1673696,1,12500806,2,361593073,2,2718585,1,3066263,2,11461,2,63369972,2,25983,2,16577010,2,23626,91,909556874,293,13913884,0,0
8,i01r06c05s05,2,647530,2,4144,2,94510,2,2035926,1,294127592,1,318570278,1,1842752,1,11852195,2,296638808,2,2804711,1,3084613,2,16706,2,61016678,2,18306,2,16063768,2,23731,91,912049071,293,16619915,0,0
9,i01r06c05s05,2,714414,2,4540,2,99650,2,5378345,1,352793704,1,329010013,1,1728859,1,11187847,2,355258617,2,2644325,1,3191830,2,15663,2,80083189,2,39322,2,14548636,2,32878,91,882520537,293,13750662,0,0
