numberOfPEs,name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
16,"BM_submitBlocks/128/2/1048576/manual_time",47,14.8881,18.9705,ms,,,,,
16,"BM_submitBlocks/128/2/1048576/manual_time",47,14.7778,18.8653,ms,,,,,
16,"BM_submitBlocks/128/2/1048576/manual_time",47,14.8538,18.9405,ms,,,,,
16,"BM_submitBlocks/128/2/1048576/manual_time",47,14.919,19.0036,ms,,,,,
16,"BM_submitBlocks/128/2/1048576/manual_time_mean",5,14.8742,18.9621,ms,,,,,
16,"BM_submitBlocks/128/2/1048576/manual_time_median",5,14.8881,18.9705,ms,,,,,
16,"BM_submitBlocks/128/2/1048576/manual_time_stddev",5,0.061868,0.0638011,ms,,,,,
16,"BM_submitBlocks/256/2/1048576/manual_time",46,14.9685,18.7428,ms,,,,,
16,"BM_submitBlocks/256/2/1048576/manual_time",46,14.826,18.5469,ms,,,,,
16,"BM_submitBlocks/256/2/1048576/manual_time",46,14.9568,18.7213,ms,,,,,
16,"BM_submitBlocks/256/2/1048576/manual_time",46,14.8518,18.5837,ms,,,,,
16,"BM_submitBlocks/256/2/1048576/manual_time",46,15.0923,18.866,ms,,,,,
16,"BM_submitBlocks/256/2/1048576/manual_time_mean",5,14.9391,18.6921,ms,,,,,
16,"BM_submitBlocks/256/2/1048576/manual_time_median",5,14.9568,18.7213,ms,,,,,
16,"BM_submitBlocks/256/2/1048576/manual_time_stddev",5,0.106122,0.128934,ms,,,,,
16,"BM_submitBlocks/512/2/1048576/manual_time",47,15.0796,18.5483,ms,,,,,
16,"BM_submitBlocks/512/2/1048576/manual_time",47,15.242,18.7492,ms,,,,,
16,"BM_submitBlocks/512/2/1048576/manual_time",47,14.858,18.3072,ms,,,,,
16,"BM_submitBlocks/512/2/1048576/manual_time",47,15.1345,18.6468,ms,,,,,
16,"BM_submitBlocks/512/2/1048576/manual_time",47,14.785,18.2366,ms,,,,,
16,"BM_submitBlocks/512/2/1048576/manual_time_mean",5,15.0198,18.4976,ms,,,,,
16,"BM_submitBlocks/512/2/1048576/manual_time_median",5,15.0796,18.5483,ms,,,,,
16,"BM_submitBlocks/512/2/1048576/manual_time_stddev",5,0.191967,0.219372,ms,,,,,
16,"BM_submitBlocks/1024/2/1048576/manual_time",49,14.1812,17.4507,ms,,,,,
16,"BM_submitBlocks/1024/2/1048576/manual_time",49,14.2905,17.5769,ms,,,,,
16,"BM_submitBlocks/1024/2/1048576/manual_time",49,14.6554,17.9227,ms,,,,,
16,"BM_submitBlocks/1024/2/1048576/manual_time",49,14.5736,17.8569,ms,,,,,
16,"BM_submitBlocks/1024/2/1048576/manual_time",49,14.3626,17.6189,ms,,,,,
16,"BM_submitBlocks/1024/2/1048576/manual_time_mean",5,14.4126,17.6852,ms,,,,,
16,"BM_submitBlocks/1024/2/1048576/manual_time_median",5,14.3626,17.6189,ms,,,,,
16,"BM_submitBlocks/1024/2/1048576/manual_time_stddev",5,0.197355,0.198094,ms,,,,,
16,"BM_submitBlocks/1048576/2/1048576/manual_time",52,13.6675,16.6508,ms,,,,,
16,"BM_submitBlocks/1048576/2/1048576/manual_time",52,13.6665,16.6483,ms,,,,,
16,"BM_submitBlocks/1048576/2/1048576/manual_time",52,13.6558,16.6475,ms,,,,,
16,"BM_submitBlocks/1048576/2/1048576/manual_time",52,13.6548,16.6356,ms,,,,,
16,"BM_submitBlocks/1048576/2/1048576/manual_time",52,13.8145,16.7976,ms,,,,,
16,"BM_submitBlocks/1048576/2/1048576/manual_time_mean",5,13.6918,16.676,ms,,,,,
16,"BM_submitBlocks/1048576/2/1048576/manual_time_median",5,13.6665,16.6483,ms,,,,,
16,"BM_submitBlocks/1048576/2/1048576/manual_time_stddev",5,0.0688488,0.0682771,ms,,,,,
16,"BM_submitBlocks/8/3/1048576/manual_time",21,33.5764,47.9597,ms,,,,,
16,"BM_submitBlocks/8/3/1048576/manual_time",21,33.5204,47.636,ms,,,,,
16,"BM_submitBlocks/8/3/1048576/manual_time",21,34.3337,48.9388,ms,,,,,
16,"BM_submitBlocks/8/3/1048576/manual_time",21,33.8609,48.3063,ms,,,,,
16,"BM_submitBlocks/8/3/1048576/manual_time",21,34.6151,49.4286,ms,,,,,
16,"BM_submitBlocks/8/3/1048576/manual_time_mean",5,33.9813,48.4539,ms,,,,,
16,"BM_submitBlocks/8/3/1048576/manual_time_median",5,33.8609,48.3063,ms,,,,,
16,"BM_submitBlocks/8/3/1048576/manual_time_stddev",5,0.478724,0.72802,ms,,,,,
16,"BM_submitBlocks/16/3/1048576/manual_time",25,26.6708,34.897,ms,,,,,
16,"BM_submitBlocks/16/3/1048576/manual_time",25,26.8989,35.3329,ms,,,,,
16,"BM_submitBlocks/16/3/1048576/manual_time",25,26.8585,35.3959,ms,,,,,
16,"BM_submitBlocks/16/3/1048576/manual_time",25,26.7019,35.1431,ms,,,,,
16,"BM_submitBlocks/16/3/1048576/manual_time",25,26.5782,35.0626,ms,,,,,
16,"BM_submitBlocks/16/3/1048576/manual_time_mean",5,26.7417,35.1663,ms,,,,,
16,"BM_submitBlocks/16/3/1048576/manual_time_median",5,26.7019,35.1431,ms,,,,,
16,"BM_submitBlocks/16/3/1048576/manual_time_stddev",5,0.133858,0.202658,ms,,,,,
16,"BM_submitBlocks/32/3/1048576/manual_time",31,22.9269,28.6789,ms,,,,,
16,"BM_submitBlocks/32/3/1048576/manual_time",31,22.7387,28.4018,ms,,,,,
16,"BM_submitBlocks/32/3/1048576/manual_time",31,23.8002,29.513,ms,,,,,
16,"BM_submitBlocks/32/3/1048576/manual_time",31,22.9109,28.5663,ms,,,,,
16,"BM_submitBlocks/32/3/1048576/manual_time",31,22.7364,28.3398,ms,,,,,
16,"BM_submitBlocks/32/3/1048576/manual_time_mean",5,23.0226,28.7,ms,,,,,
16,"BM_submitBlocks/32/3/1048576/manual_time_median",5,22.9109,28.5663,ms,,,,,
16,"BM_submitBlocks/32/3/1048576/manual_time_stddev",5,0.44409,0.473815,ms,,,,,
16,"BM_submitBlocks/64/3/1048576/manual_time",29,23.3182,27.8584,ms,,,,,
16,"BM_submitBlocks/64/3/1048576/manual_time",29,22.9705,27.4745,ms,,,,,
16,"BM_submitBlocks/64/3/1048576/manual_time",29,22.9859,27.4777,ms,,,,,
16,"BM_submitBlocks/64/3/1048576/manual_time",29,23.0015,27.5142,ms,,,,,
16,"BM_submitBlocks/64/3/1048576/manual_time",29,22.9565,27.4435,ms,,,,,
16,"BM_submitBlocks/64/3/1048576/manual_time_mean",5,23.0465,27.5537,ms,,,,,
16,"BM_submitBlocks/64/3/1048576/manual_time_median",5,22.9859,27.4777,ms,,,,,
16,"BM_submitBlocks/64/3/1048576/manual_time_stddev",5,0.152799,0.172192,ms,,,,,
16,"BM_submitBlocks/128/3/1048576/manual_time",29,23.6733,27.7335,ms,,,,,
16,"BM_submitBlocks/128/3/1048576/manual_time",29,24.0019,28.0685,ms,,,,,
16,"BM_submitBlocks/128/3/1048576/manual_time",29,23.8812,27.9757,ms,,,,,
16,"BM_submitBlocks/128/3/1048576/manual_time",29,23.4362,27.501,ms,,,,,
16,"BM_submitBlocks/128/3/1048576/manual_time",29,23.633,27.6667,ms,,,,,
16,"BM_submitBlocks/128/3/1048576/manual_time_mean",5,23.7251,27.7891,ms,,,,,
16,"BM_submitBlocks/128/3/1048576/manual_time_median",5,23.6733,27.7335,ms,,,,,
16,"BM_submitBlocks/128/3/1048576/manual_time_stddev",5,0.221159,0.231266,ms,,,,,
16,"BM_submitBlocks/256/3/1048576/manual_time",31,22.9939,26.6773,ms,,,,,
16,"BM_submitBlocks/256/3/1048576/manual_time",31,23.0486,26.7333,ms,,,,,
16,"BM_submitBlocks/256/3/1048576/manual_time",31,23.0673,26.7366,ms,,,,,
16,"BM_submitBlocks/256/3/1048576/manual_time",31,23.0491,26.7329,ms,,,,,
16,"BM_submitBlocks/256/3/1048576/manual_time",31,23.0631,26.7398,ms,,,,,
16,"BM_submitBlocks/256/3/1048576/manual_time_mean",5,23.0444,26.724,ms,,,,,
16,"BM_submitBlocks/256/3/1048576/manual_time_median",5,23.0491,26.7333,ms,,,,,
16,"BM_submitBlocks/256/3/1048576/manual_time_stddev",5,0.029439,0.0262512,ms,,,,,
16,"BM_submitBlocks/512/3/1048576/manual_time",30,23.4043,26.8078,ms,,,,,
16,"BM_submitBlocks/512/3/1048576/manual_time",30,23.0027,26.408,ms,,,,,
16,"BM_submitBlocks/512/3/1048576/manual_time",30,23.0602,26.481,ms,,,,,
16,"BM_submitBlocks/512/3/1048576/manual_time",30,22.8795,26.2862,ms,,,,,
16,"BM_submitBlocks/512/3/1048576/manual_time",30,22.9853,26.4056,ms,,,,,
16,"BM_submitBlocks/512/3/1048576/manual_time_mean",5,23.0664,26.4777,ms,,,,,
16,"BM_submitBlocks/512/3/1048576/manual_time_median",5,23.0027,26.408,ms,,,,,
16,"BM_submitBlocks/512/3/1048576/manual_time_stddev",5,0.199845,0.197294,ms,,,,,
16,"BM_submitBlocks/1024/3/1048576/manual_time",31,22.2955,25.5125,ms,,,,,
16,"BM_submitBlocks/1024/3/1048576/manual_time",31,22.3143,25.5179,ms,,,,,
16,"BM_submitBlocks/1024/3/1048576/manual_time",31,22.2716,25.491,ms,,,,,
16,"BM_submitBlocks/1024/3/1048576/manual_time",31,22.2545,25.4751,ms,,,,,
16,"BM_submitBlocks/1024/3/1048576/manual_time",31,22.7522,25.995,ms,,,,,
16,"BM_submitBlocks/1024/3/1048576/manual_time_mean",5,22.3776,25.5983,ms,,,,,
16,"BM_submitBlocks/1024/3/1048576/manual_time_median",5,22.2955,25.5125,ms,,,,,
16,"BM_submitBlocks/1024/3/1048576/manual_time_stddev",5,0.210626,0.222423,ms,,,,,
16,"BM_submitBlocks/1048576/3/1048576/manual_time",33,20.984,23.9574,ms,,,,,
16,"BM_submitBlocks/1048576/3/1048576/manual_time",33,21.125,24.1634,ms,,,,,
16,"BM_submitBlocks/1048576/3/1048576/manual_time",33,20.9695,23.9607,ms,,,,,
16,"BM_submitBlocks/1048576/3/1048576/manual_time",33,20.7314,23.7087,ms,,,,,
16,"BM_submitBlocks/1048576/3/1048576/manual_time",33,21.132,24.1078,ms,,,,,
16,"BM_submitBlocks/1048576/3/1048576/manual_time_mean",5,20.9884,23.9796,ms,,,,,
16,"BM_submitBlocks/1048576/3/1048576/manual_time_median",5,20.984,23.9607,ms,,,,,
16,"BM_submitBlocks/1048576/3/1048576/manual_time_stddev",5,0.162551,0.176378,ms,,,,,
16,"BM_submitBlocks/8/4/1048576/manual_time",17,42.4637,56.6134,ms,,,,,
16,"BM_submitBlocks/8/4/1048576/manual_time",17,42.0851,56.3119,ms,,,,,
16,"BM_submitBlocks/8/4/1048576/manual_time",17,42.4915,56.6819,ms,,,,,
16,"BM_submitBlocks/8/4/1048576/manual_time",17,42.4786,56.6105,ms,,,,,
16,"BM_submitBlocks/8/4/1048576/manual_time",17,42.9431,57.1458,ms,,,,,
16,"BM_submitBlocks/8/4/1048576/manual_time_mean",5,42.4924,56.6727,ms,,,,,
16,"BM_submitBlocks/8/4/1048576/manual_time_median",5,42.4786,56.6134,ms,,,,,
16,"BM_submitBlocks/8/4/1048576/manual_time_stddev",5,0.304139,0.300645,ms,,,,,
16,"BM_submitBlocks/16/4/1048576/manual_time",20,35.0872,43.6541,ms,,,,,
16,"BM_submitBlocks/16/4/1048576/manual_time",20,36.3066,44.6249,ms,,,,,
16,"BM_submitBlocks/16/4/1048576/manual_time",20,35.179,43.3658,ms,,,,,
16,"BM_submitBlocks/16/4/1048576/manual_time",20,35.254,43.383,ms,,,,,
16,"BM_submitBlocks/16/4/1048576/manual_time",20,35.3161,43.4887,ms,,,,,
16,"BM_submitBlocks/16/4/1048576/manual_time_mean",5,35.4286,43.7033,ms,,,,,
16,"BM_submitBlocks/16/4/1048576/manual_time_median",5,35.254,43.4887,ms,,,,,
16,"BM_submitBlocks/16/4/1048576/manual_time_stddev",5,0.49823,0.527825,ms,,,,,
16,"BM_submitBlocks/32/4/1048576/manual_time",22,31.1661,36.7771,ms,,,,,
16,"BM_submitBlocks/32/4/1048576/manual_time",22,31.0095,36.6596,ms,,,,,
16,"BM_submitBlocks/32/4/1048576/manual_time",22,31.0076,36.601,ms,,,,,
16,"BM_submitBlocks/32/4/1048576/manual_time",22,30.9598,36.5674,ms,,,,,
16,"BM_submitBlocks/32/4/1048576/manual_time",22,31.2849,37.0302,ms,,,,,
16,"BM_submitBlocks/32/4/1048576/manual_time_mean",5,31.0856,36.727,ms,,,,,
16,"BM_submitBlocks/32/4/1048576/manual_time_median",5,31.0095,36.6596,ms,,,,,
16,"BM_submitBlocks/32/4/1048576/manual_time_stddev",5,0.135919,0.187297,ms,,,,,
16,"BM_submitBlocks/64/4/1048576/manual_time",22,31.699,36.1703,ms,,,,,
16,"BM_submitBlocks/64/4/1048576/manual_time",22,32.7524,37.2896,ms,,,,,
16,"BM_submitBlocks/64/4/1048576/manual_time",22,31.6943,36.1871,ms,,,,,
16,"BM_submitBlocks/64/4/1048576/manual_time",22,31.6721,36.1287,ms,,,,,
16,"BM_submitBlocks/64/4/1048576/manual_time",22,31.617,36.0873,ms,,,,,
16,"BM_submitBlocks/64/4/1048576/manual_time_mean",5,31.887,36.3726,ms,,,,,
16,"BM_submitBlocks/64/4/1048576/manual_time_median",5,31.6943,36.1703,ms,,,,,
16,"BM_submitBlocks/64/4/1048576/manual_time_stddev",5,0.484906,0.514108,ms,,,,,
16,"BM_submitBlocks/128/4/1048576/manual_time",21,32.7717,36.7431,ms,,,,,
16,"BM_submitBlocks/128/4/1048576/manual_time",21,32.1865,36.1688,ms,,,,,
16,"BM_submitBlocks/128/4/1048576/manual_time",21,32.2601,36.2337,ms,,,,,
16,"BM_submitBlocks/128/4/1048576/manual_time",21,32.5084,36.4788,ms,,,,,
16,"BM_submitBlocks/128/4/1048576/manual_time",21,32.3004,36.2714,ms,,,,,
16,"BM_submitBlocks/128/4/1048576/manual_time_mean",5,32.4054,36.3792,ms,,,,,
16,"BM_submitBlocks/128/4/1048576/manual_time_median",5,32.3004,36.2714,ms,,,,,
16,"BM_submitBlocks/128/4/1048576/manual_time_stddev",5,0.237085,0.234195,ms,,,,,
16,"BM_submitBlocks/256/4/1048576/manual_time",23,31.137,34.7444,ms,,,,,
16,"BM_submitBlocks/256/4/1048576/manual_time",23,31.3248,34.9306,ms,,,,,
16,"BM_submitBlocks/256/4/1048576/manual_time",23,31.1591,34.7841,ms,,,,,
16,"BM_submitBlocks/256/4/1048576/manual_time",23,31.0694,34.6858,ms,,,,,
16,"BM_submitBlocks/256/4/1048576/manual_time",23,31.1368,34.7581,ms,,,,,
16,"BM_submitBlocks/256/4/1048576/manual_time_mean",5,31.1654,34.7806,ms,,,,,
16,"BM_submitBlocks/256/4/1048576/manual_time_median",5,31.137,34.7581,ms,,,,,
16,"BM_submitBlocks/256/4/1048576/manual_time_stddev",5,0.095253,0.0912701,ms,,,,,
16,"BM_submitBlocks/512/4/1048576/manual_time",22,30.8056,34.1539,ms,,,,,
16,"BM_submitBlocks/512/4/1048576/manual_time",22,31.0328,34.3801,ms,,,,,
16,"BM_submitBlocks/512/4/1048576/manual_time",22,30.9642,34.2821,ms,,,,,
16,"BM_submitBlocks/512/4/1048576/manual_time",22,30.863,34.214,ms,,,,,
16,"BM_submitBlocks/512/4/1048576/manual_time",22,31.1771,34.5237,ms,,,,,
16,"BM_submitBlocks/512/4/1048576/manual_time_mean",5,30.9685,34.3108,ms,,,,,
16,"BM_submitBlocks/512/4/1048576/manual_time_median",5,30.9642,34.2821,ms,,,,,
16,"BM_submitBlocks/512/4/1048576/manual_time_stddev",5,0.146043,0.14572,ms,,,,,
16,"BM_submitBlocks/1024/4/1048576/manual_time",23,30.4077,33.5695,ms,,,,,
16,"BM_submitBlocks/1024/4/1048576/manual_time",23,30.4383,33.5978,ms,,,,,
16,"BM_submitBlocks/1024/4/1048576/manual_time",23,30.7384,33.912,ms,,,,,
16,"BM_submitBlocks/1024/4/1048576/manual_time",23,31.4867,34.7683,ms,,,,,
16,"BM_submitBlocks/1024/4/1048576/manual_time",23,30.6066,33.7596,ms,,,,,
16,"BM_submitBlocks/1024/4/1048576/manual_time_mean",5,30.7356,33.9214,ms,,,,,
16,"BM_submitBlocks/1024/4/1048576/manual_time_median",5,30.6066,33.7596,ms,,,,,
16,"BM_submitBlocks/1024/4/1048576/manual_time_stddev",5,0.44065,0.492944,ms,,,,,
16,"BM_submitBlocks/1048576/4/1048576/manual_time",25,28.9142,31.9201,ms,,,,,
16,"BM_submitBlocks/1048576/4/1048576/manual_time",25,28.8589,31.8538,ms,,,,,
16,"BM_submitBlocks/1048576/4/1048576/manual_time",25,28.5306,31.4858,ms,,,,,
16,"BM_submitBlocks/1048576/4/1048576/manual_time",25,28.6141,31.582,ms,,,,,
16,"BM_submitBlocks/1048576/4/1048576/manual_time",25,28.2529,31.1973,ms,,,,,
16,"BM_submitBlocks/1048576/4/1048576/manual_time_mean",5,28.6341,31.6078,ms,,,,,
16,"BM_submitBlocks/1048576/4/1048576/manual_time_median",5,28.6141,31.582,ms,,,,,
16,"BM_submitBlocks/1048576/4/1048576/manual_time_stddev",5,0.267098,0.292476,ms,,,,,
16,"BM_submitBlocks/8/1/16777216/manual_time",2,277.629,530.799,ms,,,,,
16,"BM_submitBlocks/8/1/16777216/manual_time",2,277.738,525.833,ms,,,,,
16,"BM_submitBlocks/8/1/16777216/manual_time",2,277.323,510.424,ms,,,,,
16,"BM_submitBlocks/8/1/16777216/manual_time",2,274.436,508.719,ms,,,,,
16,"BM_submitBlocks/8/1/16777216/manual_time",2,277.772,533.402,ms,,,,,
