code,numberOfNodes,benchmark,bytesPerBlock,replicationLevel,bytesPerRank,iterations,real_time,cpu_time,time_unit
without-id-compression,4,pushBlocks,8,4,67108864,1,5224.07,5366.95,ms
without-id-compression,4,pushBlocks,1024,4,67108864,1,1559.1,1543.51,ms
without-id-compression,4,pushBlocks,1024,4,67108864,1,864.024,834.242,ms
without-id-compression,4,pushBlocks,1024,4,67108864,1,607.158,554.752,ms
without-id-compression,4,pushBlocks,1024,4,67108864,1,431.691,382.436,ms
without-id-compression,4,pushBlocks,1024,4,67108864,1,584.232,553.12,ms
without-id-compression,4,pushBlocks,1048576,4,67108864,1,628.404,584.088,ms
without-id-compression,4,pushBlocks,1048576,4,67108864,1,433.82,362.542,ms
without-id-compression,4,pushBlocks,1048576,4,67108864,1,409.864,345.215,ms
without-id-compression,4,pushBlocks,1048576,4,67108864,1,416.973,336.378,ms
without-id-compression,4,pushBlocks,1048576,4,67108864,1,417.075,374.621,ms
tuned-id-compression,4,submitBlocks,8,1,1048576,50,15.9069,28.4635,ms
tuned-id-compression,4,submitBlocks,8,1,1048576,50,14.8379,27.5769,ms
tuned-id-compression,4,submitBlocks,8,1,1048576,50,14.4093,27.1183,ms
tuned-id-compression,4,submitBlocks,8,1,1048576,50,14.7736,27.6153,ms
tuned-id-compression,4,submitBlocks,8,1,1048576,50,14.5983,27.3763,ms
tuned-id-compression,4,submitBlocks,16,1,1048576,87,8.172,15.6884,ms
tuned-id-compression,4,submitBlocks,16,1,1048576,87,8.39814,15.9092,ms
tuned-id-compression,4,submitBlocks,16,1,1048576,87,7.98418,15.4066,ms
tuned-id-compression,4,submitBlocks,16,1,1048576,87,8.38206,15.8537,ms
tuned-id-compression,4,submitBlocks,16,1,1048576,87,8.54925,16.0534,ms
tuned-id-compression,4,submitBlocks,32,1,1048576,139,5.07873,10.1944,ms
tuned-id-compression,4,submitBlocks,32,1,1048576,139,5.14829,10.274,ms
tuned-id-compression,4,submitBlocks,32,1,1048576,139,5.48375,10.644,ms
tuned-id-compression,4,submitBlocks,32,1,1048576,139,5.59543,10.7483,ms
tuned-id-compression,4,submitBlocks,32,1,1048576,139,5.44752,10.5787,ms
tuned-id-compression,4,submitBlocks,64,1,1048576,144,4.47167,8.56917,ms
tuned-id-compression,4,submitBlocks,64,1,1048576,144,4.60253,8.73259,ms
tuned-id-compression,4,submitBlocks,64,1,1048576,144,4.32666,8.4366,ms
tuned-id-compression,4,submitBlocks,64,1,1048576,144,4.4698,8.58677,ms
tuned-id-compression,4,submitBlocks,64,1,1048576,144,4.22512,8.33771,ms
tuned-id-compression,4,submitBlocks,128,1,1048576,175,4.14931,7.80378,ms
tuned-id-compression,4,submitBlocks,128,1,1048576,175,4.03317,7.68602,ms
tuned-id-compression,4,submitBlocks,128,1,1048576,175,4.18031,7.84141,ms
tuned-id-compression,4,submitBlocks,128,1,1048576,175,4.26854,7.93513,ms
tuned-id-compression,4,submitBlocks,128,1,1048576,175,4.25756,7.91998,ms
tuned-id-compression,4,submitBlocks,256,1,1048576,180,3.8919,7.33002,ms
tuned-id-compression,4,submitBlocks,256,1,1048576,180,3.88266,7.32311,ms
tuned-id-compression,4,submitBlocks,256,1,1048576,180,3.94607,7.38658,ms
tuned-id-compression,4,submitBlocks,256,1,1048576,180,3.90352,7.34544,ms
tuned-id-compression,4,submitBlocks,256,1,1048576,180,3.99758,7.44387,ms
tuned-id-compression,4,submitBlocks,512,1,1048576,182,4.07632,7.30667,ms
tuned-id-compression,4,submitBlocks,512,1,1048576,182,3.86978,7.09506,ms
tuned-id-compression,4,submitBlocks,512,1,1048576,182,3.90868,7.1313,ms
tuned-id-compression,4,submitBlocks,512,1,1048576,182,4.10804,7.34296,ms
tuned-id-compression,4,submitBlocks,512,1,1048576,182,3.84625,7.06626,ms
tuned-id-compression,4,submitBlocks,1024,1,1048576,179,3.90127,7.10082,ms
tuned-id-compression,4,submitBlocks,1024,1,1048576,179,3.88964,7.08526,ms
tuned-id-compression,4,submitBlocks,1024,1,1048576,179,3.80891,7.00497,ms
tuned-id-compression,4,submitBlocks,1024,1,1048576,179,3.85953,7.06159,ms
tuned-id-compression,4,submitBlocks,1024,1,1048576,179,3.90409,7.10732,ms
tuned-id-compression,4,submitBlocks,1048576,1,1048576,224,3.2618,6.14289,ms
tuned-id-compression,4,submitBlocks,1048576,1,1048576,224,3.27334,6.16084,ms
tuned-id-compression,4,submitBlocks,1048576,1,1048576,224,3.93351,6.82669,ms
tuned-id-compression,4,submitBlocks,1048576,1,1048576,224,3.23311,6.12055,ms
tuned-id-compression,4,submitBlocks,1048576,1,1048576,224,3.22836,6.11693,ms
tuned-id-compression,4,submitBlocks,8,2,1048576,39,18.1983,31.4312,ms
tuned-id-compression,4,submitBlocks,8,2,1048576,39,18.1585,31.4821,ms
tuned-id-compression,4,submitBlocks,8,2,1048576,39,18.2534,31.5601,ms
tuned-id-compression,4,submitBlocks,8,2,1048576,39,18.0793,31.3476,ms
tuned-id-compression,4,submitBlocks,8,2,1048576,39,18.1771,31.4406,ms
tuned-id-compression,4,submitBlocks,16,2,1048576,53,12.8569,20.5152,ms
tuned-id-compression,4,submitBlocks,16,2,1048576,53,12.7767,20.4078,ms
tuned-id-compression,4,submitBlocks,16,2,1048576,53,12.9208,20.6781,ms
tuned-id-compression,4,submitBlocks,16,2,1048576,53,12.8017,20.4481,ms
tuned-id-compression,4,submitBlocks,16,2,1048576,53,12.9073,20.5865,ms
tuned-id-compression,4,submitBlocks,32,2,1048576,69,9.90181,15.2554,ms
tuned-id-compression,4,submitBlocks,32,2,1048576,69,10.1853,15.5765,ms
tuned-id-compression,4,submitBlocks,32,2,1048576,69,9.96906,15.3481,ms
tuned-id-compression,4,submitBlocks,32,2,1048576,69,9.92992,15.2794,ms
tuned-id-compression,4,submitBlocks,32,2,1048576,69,10.1555,15.5628,ms
tuned-id-compression,4,submitBlocks,64,2,1048576,72,9.77905,14.0847,ms
tuned-id-compression,4,submitBlocks,64,2,1048576,72,9.80491,14.1172,ms
tuned-id-compression,4,submitBlocks,64,2,1048576,72,9.90777,14.2369,ms
tuned-id-compression,4,submitBlocks,64,2,1048576,72,9.78047,14.0883,ms
tuned-id-compression,4,submitBlocks,64,2,1048576,72,9.78243,14.1008,ms
tuned-id-compression,4,submitBlocks,128,2,1048576,72,9.69809,13.4995,ms
tuned-id-compression,4,submitBlocks,128,2,1048576,72,9.69379,13.5069,ms
tuned-id-compression,4,submitBlocks,128,2,1048576,72,9.73221,13.532,ms
tuned-id-compression,4,submitBlocks,128,2,1048576,72,9.72113,13.5172,ms
tuned-id-compression,4,submitBlocks,128,2,1048576,72,9.72349,13.5196,ms
tuned-id-compression,4,submitBlocks,256,2,1048576,73,9.5525,13.1132,ms
tuned-id-compression,4,submitBlocks,256,2,1048576,73,9.51655,13.0623,ms
tuned-id-compression,4,submitBlocks,256,2,1048576,73,9.52254,13.0696,ms
tuned-id-compression,4,submitBlocks,256,2,1048576,73,9.52211,13.069,ms
tuned-id-compression,4,submitBlocks,256,2,1048576,73,9.55519,13.1258,ms
tuned-id-compression,4,submitBlocks,512,2,1048576,74,9.48679,12.7857,ms
tuned-id-compression,4,submitBlocks,512,2,1048576,74,9.49369,12.7947,ms
tuned-id-compression,4,submitBlocks,512,2,1048576,74,9.51782,12.8187,ms
tuned-id-compression,4,submitBlocks,512,2,1048576,74,9.49426,12.7924,ms
tuned-id-compression,4,submitBlocks,512,2,1048576,74,9.47111,12.7655,ms
tuned-id-compression,4,submitBlocks,1024,2,1048576,75,9.37161,12.6483,ms
tuned-id-compression,4,submitBlocks,1024,2,1048576,75,9.55391,12.8365,ms
tuned-id-compression,4,submitBlocks,1024,2,1048576,75,9.41647,12.6989,ms
tuned-id-compression,4,submitBlocks,1024,2,1048576,75,9.35667,12.6377,ms
tuned-id-compression,4,submitBlocks,1024,2,1048576,75,9.37183,12.6439,ms
tuned-id-compression,4,submitBlocks,1048576,2,1048576,86,8.21416,11.2815,ms
tuned-id-compression,4,submitBlocks,1048576,2,1048576,86,8.30294,11.3351,ms
tuned-id-compression,4,submitBlocks,1048576,2,1048576,86,8.13176,11.1413,ms
tuned-id-compression,4,submitBlocks,1048576,2,1048576,86,7.93944,10.9716,ms
tuned-id-compression,4,submitBlocks,1048576,2,1048576,86,8.05272,11.0608,ms
tuned-id-compression,4,submitBlocks,8,3,1048576,26,26.4416,39.8644,ms
tuned-id-compression,4,submitBlocks,8,3,1048576,26,26.4621,39.8306,ms
tuned-id-compression,4,submitBlocks,8,3,1048576,26,26.4451,39.8224,ms
tuned-id-compression,4,submitBlocks,8,3,1048576,26,26.6163,39.9621,ms
tuned-id-compression,4,submitBlocks,8,3,1048576,26,26.5683,39.9499,ms
tuned-id-compression,4,submitBlocks,16,3,1048576,35,20.1812,27.9965,ms
tuned-id-compression,4,submitBlocks,16,3,1048576,35,20.0809,27.8137,ms
tuned-id-compression,4,submitBlocks,16,3,1048576,35,20.2471,28.0819,ms
tuned-id-compression,4,submitBlocks,16,3,1048576,35,20.1163,27.8209,ms
tuned-id-compression,4,submitBlocks,16,3,1048576,35,20.1052,27.8264,ms
tuned-id-compression,4,submitBlocks,32,3,1048576,42,16.7402,22.0896,ms
tuned-id-compression,4,submitBlocks,32,3,1048576,42,16.7447,22.0979,ms
tuned-id-compression,4,submitBlocks,32,3,1048576,42,16.7618,22.2243,ms
tuned-id-compression,4,submitBlocks,32,3,1048576,42,16.7038,22.0582,ms
tuned-id-compression,4,submitBlocks,32,3,1048576,42,16.9638,22.413,ms
tuned-id-compression,4,submitBlocks,64,3,1048576,41,16.8767,21.1883,ms
tuned-id-compression,4,submitBlocks,64,3,1048576,41,16.7806,21.0957,ms
tuned-id-compression,4,submitBlocks,64,3,1048576,41,16.9486,21.2604,ms
tuned-id-compression,4,submitBlocks,64,3,1048576,41,16.9021,21.2104,ms
tuned-id-compression,4,submitBlocks,64,3,1048576,41,16.9485,21.2589,ms
tuned-id-compression,4,submitBlocks,128,3,1048576,43,16.464,20.2912,ms
tuned-id-compression,4,submitBlocks,128,3,1048576,43,16.4862,20.3068,ms
tuned-id-compression,4,submitBlocks,128,3,1048576,43,16.5135,20.3472,ms
tuned-id-compression,4,submitBlocks,128,3,1048576,43,16.6036,20.4293,ms
tuned-id-compression,4,submitBlocks,128,3,1048576,43,16.637,20.4591,ms
tuned-id-compression,4,submitBlocks,256,3,1048576,40,16.4687,20.0701,ms
tuned-id-compression,4,submitBlocks,256,3,1048576,40,16.4133,19.9858,ms
tuned-id-compression,4,submitBlocks,256,3,1048576,40,16.4896,20.0593,ms
tuned-id-compression,4,submitBlocks,256,3,1048576,40,16.3895,19.9486,ms
tuned-id-compression,4,submitBlocks,256,3,1048576,40,16.6804,20.2504,ms
tuned-id-compression,4,submitBlocks,512,3,1048576,41,16.7693,20.0864,ms
tuned-id-compression,4,submitBlocks,512,3,1048576,41,16.6843,19.9863,ms
tuned-id-compression,4,submitBlocks,512,3,1048576,41,16.8173,20.1232,ms
tuned-id-compression,4,submitBlocks,512,3,1048576,41,16.47,19.7696,ms
tuned-id-compression,4,submitBlocks,512,3,1048576,41,16.4719,19.7753,ms
tuned-id-compression,4,submitBlocks,1024,3,1048576,44,15.9697,19.2688,ms
tuned-id-compression,4,submitBlocks,1024,3,1048576,44,15.9872,19.2489,ms
tuned-id-compression,4,submitBlocks,1024,3,1048576,44,16.2691,19.5165,ms
tuned-id-compression,4,submitBlocks,1024,3,1048576,44,16.0885,19.3664,ms
tuned-id-compression,4,submitBlocks,1024,3,1048576,44,16.0327,19.3043,ms
tuned-id-compression,4,submitBlocks,1048576,3,1048576,51,13.8961,16.9457,ms
tuned-id-compression,4,submitBlocks,1048576,3,1048576,51,13.6965,16.7853,ms
tuned-id-compression,4,submitBlocks,1048576,3,1048576,51,14.0125,17.0588,ms
tuned-id-compression,4,submitBlocks,1048576,3,1048576,51,13.6634,16.7236,ms
tuned-id-compression,4,submitBlocks,1048576,3,1048576,51,14.8092,17.8842,ms
tuned-id-compression,4,submitBlocks,8,4,1048576,20,35.1377,48.6234,ms
tuned-id-compression,4,submitBlocks,8,4,1048576,20,34.6306,48.0754,ms
tuned-id-compression,4,submitBlocks,8,4,1048576,20,35.1693,48.7521,ms
tuned-id-compression,4,submitBlocks,8,4,1048576,20,35.0758,48.5367,ms
tuned-id-compression,4,submitBlocks,8,4,1048576,20,34.6494,48.1442,ms
tuned-id-compression,4,submitBlocks,16,4,1048576,25,27.4647,35.2238,ms
tuned-id-compression,4,submitBlocks,16,4,1048576,25,27.4502,35.2112,ms
tuned-id-compression,4,submitBlocks,16,4,1048576,25,27.7054,35.4459,ms
tuned-id-compression,4,submitBlocks,16,4,1048576,25,27.4783,35.2348,ms
tuned-id-compression,4,submitBlocks,16,4,1048576,25,27.4618,35.2411,ms
tuned-id-compression,4,submitBlocks,32,4,1048576,29,23.8671,29.2319,ms
tuned-id-compression,4,submitBlocks,32,4,1048576,29,23.9602,29.3171,ms
tuned-id-compression,4,submitBlocks,32,4,1048576,29,24.3657,29.8253,ms
tuned-id-compression,4,submitBlocks,32,4,1048576,29,23.9388,29.3042,ms
tuned-id-compression,4,submitBlocks,32,4,1048576,29,23.9652,29.3101,ms
tuned-id-compression,4,submitBlocks,64,4,1048576,29,24.5355,28.8738,ms
tuned-id-compression,4,submitBlocks,64,4,1048576,29,24.2525,28.5919,ms
tuned-id-compression,4,submitBlocks,64,4,1048576,29,24.0173,28.3498,ms
tuned-id-compression,4,submitBlocks,64,4,1048576,29,24.3589,28.6831,ms
tuned-id-compression,4,submitBlocks,64,4,1048576,29,24.2696,28.592,ms
tuned-id-compression,4,submitBlocks,128,4,1048576,29,23.7285,27.5494,ms
tuned-id-compression,4,submitBlocks,128,4,1048576,29,23.8269,27.6535,ms
tuned-id-compression,4,submitBlocks,128,4,1048576,29,23.7822,27.6071,ms
tuned-id-compression,4,submitBlocks,128,4,1048576,29,24.0907,27.9431,ms
tuned-id-compression,4,submitBlocks,128,4,1048576,29,23.4296,27.2605,ms
tuned-id-compression,4,submitBlocks,256,4,1048576,28,24.6195,28.1844,ms
tuned-id-compression,4,submitBlocks,256,4,1048576,28,24.7593,28.3216,ms
tuned-id-compression,4,submitBlocks,256,4,1048576,28,25.5056,29.0456,ms
tuned-id-compression,4,submitBlocks,256,4,1048576,28,24.6153,28.207,ms
tuned-id-compression,4,submitBlocks,256,4,1048576,28,24.6905,28.2583,ms
tuned-id-compression,4,submitBlocks,512,4,1048576,28,24.5579,27.8585,ms
tuned-id-compression,4,submitBlocks,512,4,1048576,28,24.8815,28.2004,ms
tuned-id-compression,4,submitBlocks,512,4,1048576,28,24.2952,27.6095,ms
tuned-id-compression,4,submitBlocks,512,4,1048576,28,24.6762,27.9926,ms
tuned-id-compression,4,submitBlocks,512,4,1048576,28,24.5865,27.8904,ms
tuned-id-compression,4,submitBlocks,1024,4,1048576,29,24.0216,27.2891,ms
tuned-id-compression,4,submitBlocks,1024,4,1048576,29,23.8392,27.1017,ms
tuned-id-compression,4,submitBlocks,1024,4,1048576,29,24.1602,27.4048,ms
tuned-id-compression,4,submitBlocks,1024,4,1048576,29,24.1287,27.3969,ms
tuned-id-compression,4,submitBlocks,1024,4,1048576,29,23.9693,27.2372,ms
tuned-id-compression,4,submitBlocks,1048576,4,1048576,34,20.6609,23.6831,ms
tuned-id-compression,4,submitBlocks,1048576,4,1048576,34,22.1341,25.1436,ms
tuned-id-compression,4,submitBlocks,1048576,4,1048576,34,20.6796,23.6928,ms
tuned-id-compression,4,submitBlocks,1048576,4,1048576,34,20.9935,24.005,ms
tuned-id-compression,4,submitBlocks,1048576,4,1048576,34,21.8532,24.9534,ms
tuned-id-compression,4,submitBlocks,8,1,16777216,3,246.166,494.099,ms
tuned-id-compression,4,submitBlocks,8,1,16777216,3,250.309,499.758,ms
tuned-id-compression,4,submitBlocks,8,1,16777216,3,246.694,488.063,ms
tuned-id-compression,4,submitBlocks,8,1,16777216,3,246.009,487.998,ms
tuned-id-compression,4,submitBlocks,8,1,16777216,3,248.22,496.977,ms
tuned-id-compression,4,submitBlocks,16,1,16777216,4,187.137,313.238,ms
tuned-id-compression,4,submitBlocks,16,1,16777216,4,186.947,313.861,ms
tuned-id-compression,4,submitBlocks,16,1,16777216,4,187.5,314.614,ms
tuned-id-compression,4,submitBlocks,16,1,16777216,4,186.627,314.11,ms
tuned-id-compression,4,submitBlocks,16,1,16777216,4,187.286,314.143,ms
tuned-id-compression,4,submitBlocks,32,1,16777216,5,100.04,193.155,ms
tuned-id-compression,4,submitBlocks,32,1,16777216,5,99.4793,193.17,ms
tuned-id-compression,4,submitBlocks,32,1,16777216,5,100.711,193.996,ms
tuned-id-compression,4,submitBlocks,32,1,16777216,5,100.529,194.18,ms
tuned-id-compression,4,submitBlocks,32,1,16777216,5,100.664,195.506,ms
tuned-id-compression,4,submitBlocks,64,1,16777216,8,67.3759,141.1,ms
tuned-id-compression,4,submitBlocks,64,1,16777216,8,69.0771,142.575,ms
tuned-id-compression,4,submitBlocks,64,1,16777216,8,74.5562,149.308,ms
tuned-id-compression,4,submitBlocks,64,1,16777216,8,67.5379,140.637,ms
tuned-id-compression,4,submitBlocks,64,1,16777216,8,67.3292,140.803,ms
tuned-id-compression,4,submitBlocks,128,1,16777216,11,63.1894,122.444,ms
tuned-id-compression,4,submitBlocks,128,1,16777216,11,63.2198,122.315,ms
tuned-id-compression,4,submitBlocks,128,1,16777216,11,67.8894,127.706,ms
tuned-id-compression,4,submitBlocks,128,1,16777216,11,63.2165,122.421,ms
tuned-id-compression,4,submitBlocks,128,1,16777216,11,64.0904,123.286,ms
tuned-id-compression,4,submitBlocks,256,1,16777216,11,61.2317,116.278,ms
tuned-id-compression,4,submitBlocks,256,1,16777216,11,61.5312,116.866,ms
tuned-id-compression,4,submitBlocks,256,1,16777216,11,64.7473,120.11,ms
tuned-id-compression,4,submitBlocks,256,1,16777216,11,68.4856,124.84,ms
tuned-id-compression,4,submitBlocks,256,1,16777216,11,61.2445,116.323,ms
tuned-id-compression,4,submitBlocks,512,1,16777216,12,66.3187,118.928,ms
tuned-id-compression,4,submitBlocks,512,1,16777216,12,60.0125,111.932,ms
tuned-id-compression,4,submitBlocks,512,1,16777216,12,60.3258,112.278,ms
tuned-id-compression,4,submitBlocks,512,1,16777216,12,60.14,111.925,ms
tuned-id-compression,4,submitBlocks,512,1,16777216,12,61.4445,113.288,ms
tuned-id-compression,4,submitBlocks,1024,1,16777216,11,59.6108,111.185,ms
tuned-id-compression,4,submitBlocks,1024,1,16777216,11,59.6152,111.128,ms
tuned-id-compression,4,submitBlocks,1024,1,16777216,11,59.6141,111.174,ms
tuned-id-compression,4,submitBlocks,1024,1,16777216,11,59.506,111.153,ms
tuned-id-compression,4,submitBlocks,1024,1,16777216,11,59.5761,111.156,ms
tuned-id-compression,4,submitBlocks,1048576,1,16777216,12,55.91,103.218,ms
tuned-id-compression,4,submitBlocks,1048576,1,16777216,12,56.1905,103.315,ms
tuned-id-compression,4,submitBlocks,1048576,1,16777216,12,62.1895,109.727,ms
tuned-id-compression,4,submitBlocks,1048576,1,16777216,12,57.0048,104.406,ms
tuned-id-compression,4,submitBlocks,1048576,1,16777216,12,55.9566,103.171,ms
tuned-id-compression,4,submitBlocks,8,2,16777216,2,520.811,774.849,ms
tuned-id-compression,4,submitBlocks,8,2,16777216,2,513.847,775.459,ms
tuned-id-compression,4,submitBlocks,8,2,16777216,2,504.659,755.348,ms
tuned-id-compression,4,submitBlocks,8,2,16777216,2,513.133,767.997,ms
tuned-id-compression,4,submitBlocks,8,2,16777216,2,513.4,768.876,ms
tuned-id-compression,4,submitBlocks,16,2,16777216,2,437.381,563.501,ms
tuned-id-compression,4,submitBlocks,16,2,16777216,2,434.539,562.997,ms
tuned-id-compression,4,submitBlocks,16,2,16777216,2,436.464,563.107,ms
tuned-id-compression,4,submitBlocks,16,2,16777216,2,440.115,565.439,ms
tuned-id-compression,4,submitBlocks,16,2,16777216,2,443.967,573.626,ms
tuned-id-compression,4,submitBlocks,32,2,16777216,2,346.748,439.092,ms
tuned-id-compression,4,submitBlocks,32,2,16777216,2,342.026,431.637,ms
tuned-id-compression,4,submitBlocks,32,2,16777216,2,336.555,432.765,ms
tuned-id-compression,4,submitBlocks,32,2,16777216,2,339.714,432.981,ms
tuned-id-compression,4,submitBlocks,32,2,16777216,2,338.535,429.669,ms
tuned-id-compression,4,submitBlocks,64,2,16777216,2,334.335,413.586,ms
tuned-id-compression,4,submitBlocks,64,2,16777216,2,324.064,400.339,ms
tuned-id-compression,4,submitBlocks,64,2,16777216,2,323.593,398.377,ms
tuned-id-compression,4,submitBlocks,64,2,16777216,2,326.392,398.141,ms
tuned-id-compression,4,submitBlocks,64,2,16777216,2,329.742,403.329,ms
tuned-id-compression,4,submitBlocks,128,2,16777216,2,304.337,367.411,ms
tuned-id-compression,4,submitBlocks,128,2,16777216,2,306.108,371.264,ms
tuned-id-compression,4,submitBlocks,128,2,16777216,2,303.793,369.52,ms
tuned-id-compression,4,submitBlocks,128,2,16777216,2,305.484,369.393,ms
tuned-id-compression,4,submitBlocks,128,2,16777216,2,305.19,369.996,ms
tuned-id-compression,4,submitBlocks,256,2,16777216,2,305.193,366.821,ms
tuned-id-compression,4,submitBlocks,256,2,16777216,2,305.54,367.497,ms
tuned-id-compression,4,submitBlocks,256,2,16777216,2,307.35,368.962,ms
tuned-id-compression,4,submitBlocks,256,2,16777216,2,308.804,370.755,ms
tuned-id-compression,4,submitBlocks,256,2,16777216,2,307.266,368.703,ms
tuned-id-compression,4,submitBlocks,512,2,16777216,2,306.611,365.494,ms
tuned-id-compression,4,submitBlocks,512,2,16777216,2,305.469,364.132,ms
tuned-id-compression,4,submitBlocks,512,2,16777216,2,305.287,363.791,ms
tuned-id-compression,4,submitBlocks,512,2,16777216,2,306.329,364.459,ms
tuned-id-compression,4,submitBlocks,512,2,16777216,2,304.966,363.666,ms
tuned-id-compression,4,submitBlocks,1024,2,16777216,2,305.303,364.766,ms
tuned-id-compression,4,submitBlocks,1024,2,16777216,2,304.942,367.294,ms
tuned-id-compression,4,submitBlocks,1024,2,16777216,2,307.009,366.27,ms
tuned-id-compression,4,submitBlocks,1024,2,16777216,2,305.29,364.665,ms
tuned-id-compression,4,submitBlocks,1024,2,16777216,2,304.712,364.145,ms
tuned-id-compression,4,submitBlocks,1048576,2,16777216,2,303.896,357.326,ms
tuned-id-compression,4,submitBlocks,1048576,2,16777216,2,308.196,361.382,ms
tuned-id-compression,4,submitBlocks,1048576,2,16777216,2,302.787,355.28,ms
tuned-id-compression,4,submitBlocks,1048576,2,16777216,2,303.665,356.206,ms
tuned-id-compression,4,submitBlocks,1048576,2,16777216,2,304.347,357.374,ms
tuned-id-compression,4,submitBlocks,8,3,16777216,1,611.077,853.951,ms
tuned-id-compression,4,submitBlocks,8,3,16777216,1,803.346,1063.29,ms
tuned-id-compression,4,submitBlocks,8,3,16777216,1,762.914,983.702,ms
tuned-id-compression,4,submitBlocks,8,3,16777216,1,786.811,998.492,ms
tuned-id-compression,4,submitBlocks,8,3,16777216,1,804.25,1048.5,ms
tuned-id-compression,4,submitBlocks,16,3,16777216,1,703.767,830.951,ms
tuned-id-compression,4,submitBlocks,16,3,16777216,1,686.738,813.135,ms
tuned-id-compression,4,submitBlocks,16,3,16777216,1,700.994,830.078,ms
tuned-id-compression,4,submitBlocks,16,3,16777216,1,694.968,834.556,ms
tuned-id-compression,4,submitBlocks,16,3,16777216,1,696.698,826.542,ms
tuned-id-compression,4,submitBlocks,32,3,16777216,1,636.752,728.175,ms
tuned-id-compression,4,submitBlocks,32,3,16777216,1,567.703,664.367,ms
tuned-id-compression,4,submitBlocks,32,3,16777216,1,566.98,663.191,ms
tuned-id-compression,4,submitBlocks,32,3,16777216,1,558.708,657.08,ms
tuned-id-compression,4,submitBlocks,32,3,16777216,1,561.162,656.71,ms
tuned-id-compression,4,submitBlocks,64,3,16777216,1,551.237,632.811,ms
tuned-id-compression,4,submitBlocks,64,3,16777216,1,505.265,582.914,ms
tuned-id-compression,4,submitBlocks,64,3,16777216,1,506.397,588.432,ms
tuned-id-compression,4,submitBlocks,64,3,16777216,1,508.949,586.496,ms
tuned-id-compression,4,submitBlocks,64,3,16777216,1,508.84,585.158,ms
tuned-id-compression,4,submitBlocks,128,3,16777216,1,501.645,564.536,ms
tuned-id-compression,4,submitBlocks,128,3,16777216,1,489.444,556.655,ms
tuned-id-compression,4,submitBlocks,128,3,16777216,1,499.977,567.917,ms
tuned-id-compression,4,submitBlocks,128,3,16777216,1,488.103,554.885,ms
tuned-id-compression,4,submitBlocks,128,3,16777216,1,496.157,564.914,ms
tuned-id-compression,4,submitBlocks,256,3,16777216,2,488.837,550.473,ms
tuned-id-compression,4,submitBlocks,256,3,16777216,2,488.835,550.896,ms
tuned-id-compression,4,submitBlocks,256,3,16777216,2,485.733,547.127,ms
tuned-id-compression,4,submitBlocks,256,3,16777216,2,488.509,550.7,ms
tuned-id-compression,4,submitBlocks,256,3,16777216,2,485.853,547.562,ms
tuned-id-compression,4,submitBlocks,512,3,16777216,2,478.935,540.417,ms
tuned-id-compression,4,submitBlocks,512,3,16777216,2,480.973,542.739,ms
tuned-id-compression,4,submitBlocks,512,3,16777216,2,482.293,543.951,ms
tuned-id-compression,4,submitBlocks,512,3,16777216,2,480.489,542.069,ms
tuned-id-compression,4,submitBlocks,512,3,16777216,2,479.727,541.463,ms
tuned-id-compression,4,submitBlocks,1024,3,16777216,2,472.648,535.825,ms
tuned-id-compression,4,submitBlocks,1024,3,16777216,2,474.03,537.214,ms
tuned-id-compression,4,submitBlocks,1024,3,16777216,2,470.852,533.848,ms
tuned-id-compression,4,submitBlocks,1024,3,16777216,2,471.625,534.206,ms
tuned-id-compression,4,submitBlocks,1024,3,16777216,2,472.786,535.631,ms
tuned-id-compression,4,submitBlocks,1048576,3,16777216,2,471.641,527.641,ms
tuned-id-compression,4,submitBlocks,1048576,3,16777216,2,472.467,528.32,ms
tuned-id-compression,4,submitBlocks,1048576,3,16777216,2,471.223,529.137,ms
tuned-id-compression,4,submitBlocks,1048576,3,16777216,2,471.189,529.413,ms
tuned-id-compression,4,submitBlocks,1048576,3,16777216,2,468.885,525.53,ms
tuned-id-compression,4,submitBlocks,8,4,16777216,1,791.479,1025.95,ms
tuned-id-compression,4,submitBlocks,8,4,16777216,1,1065.99,1317.97,ms
tuned-id-compression,4,submitBlocks,8,4,16777216,1,1045.97,1269.14,ms
tuned-id-compression,4,submitBlocks,8,4,16777216,1,1059.04,1295.83,ms
tuned-id-compression,4,submitBlocks,8,4,16777216,1,1051.97,1310.88,ms
tuned-id-compression,4,submitBlocks,16,4,16777216,1,971.154,1109.32,ms
tuned-id-compression,4,submitBlocks,16,4,16777216,1,963.833,1101.58,ms
tuned-id-compression,4,submitBlocks,16,4,16777216,1,959.151,1094.31,ms
tuned-id-compression,4,submitBlocks,16,4,16777216,1,954.076,1103.19,ms
tuned-id-compression,4,submitBlocks,16,4,16777216,1,953.316,1092.35,ms
tuned-id-compression,4,submitBlocks,32,4,16777216,1,881.298,977.136,ms
tuned-id-compression,4,submitBlocks,32,4,16777216,1,823.6,922.422,ms
tuned-id-compression,4,submitBlocks,32,4,16777216,1,837.951,942.036,ms
tuned-id-compression,4,submitBlocks,32,4,16777216,1,836.624,936.209,ms
tuned-id-compression,4,submitBlocks,32,4,16777216,1,824.337,924.284,ms
tuned-id-compression,4,submitBlocks,64,4,16777216,1,813.127,903.11,ms
tuned-id-compression,4,submitBlocks,64,4,16777216,1,779.447,860.702,ms
tuned-id-compression,4,submitBlocks,64,4,16777216,1,781.968,857.314,ms
