code,numberOfNodes,benchmark,bytesPerBlock,replicationLevel,bytesPerRank,iterations,real_time,cpu_time,time_unit
var-pe-4,4,submitBlocks,16,1,67108864,1,839.854,1370.67,ms
var-pe-4,4,submitBlocks,16,1,67108864,1,874.792,1361.01,ms
var-pe-4,4,submitBlocks,16,1,67108864,1,845.777,1401.96,ms
var-pe-4,4,submitBlocks,32,1,67108864,1,662.912,1041.16,ms
var-pe-4,4,submitBlocks,32,1,67108864,1,658.553,1037.92,ms
var-pe-4,4,submitBlocks,32,1,67108864,1,666.027,1043.14,ms
var-pe-4,4,submitBlocks,32,1,67108864,1,652.634,1032.52,ms
var-pe-4,4,submitBlocks,32,1,67108864,1,649.705,1034.78,ms
var-pe-4,4,submitBlocks,64,1,67108864,1,616.666,928.005,ms
var-pe-4,4,submitBlocks,64,1,67108864,1,497.251,802.274,ms
var-pe-4,4,submitBlocks,64,1,67108864,1,493.684,807.81,ms
var-pe-4,4,submitBlocks,64,1,67108864,1,495.247,813.436,ms
var-pe-4,4,submitBlocks,64,1,67108864,1,492.639,805.067,ms
var-pe-4,4,submitBlocks,128,1,67108864,2,478.795,731.845,ms
var-pe-4,4,submitBlocks,128,1,67108864,2,476.074,729.373,ms
var-pe-4,4,submitBlocks,128,1,67108864,2,474.919,727.87,ms
var-pe-4,4,submitBlocks,128,1,67108864,2,475.138,729.358,ms
var-pe-4,4,submitBlocks,128,1,67108864,2,473.984,726.855,ms
var-pe-4,4,submitBlocks,256,1,67108864,2,468.612,704.403,ms
var-pe-4,4,submitBlocks,256,1,67108864,2,465.341,702.094,ms
var-pe-4,4,submitBlocks,256,1,67108864,2,465.831,700.831,ms
var-pe-4,4,submitBlocks,256,1,67108864,2,464.051,699.952,ms
var-pe-4,4,submitBlocks,256,1,67108864,2,464.935,699.868,ms
var-pe-4,4,submitBlocks,512,1,67108864,2,465.229,685.952,ms
var-pe-4,4,submitBlocks,512,1,67108864,2,461.803,683.732,ms
var-pe-4,4,submitBlocks,512,1,67108864,2,477.766,699.59,ms
var-pe-4,4,submitBlocks,512,1,67108864,2,470.567,691.552,ms
var-pe-4,4,submitBlocks,512,1,67108864,2,468.807,690.987,ms
var-pe-4,4,submitBlocks,1024,1,67108864,2,466.285,687.1,ms
var-pe-4,4,submitBlocks,1024,1,67108864,2,463.972,685.819,ms
var-pe-4,4,submitBlocks,1024,1,67108864,2,462.186,685.439,ms
var-pe-4,4,submitBlocks,1024,1,67108864,2,464.366,690.974,ms
var-pe-4,4,submitBlocks,1024,1,67108864,2,465.393,686.957,ms
var-pe-4,4,submitBlocks,1048576,1,67108864,2,454.002,660.567,ms
var-pe-4,4,submitBlocks,1048576,1,67108864,2,456.189,662.669,ms
var-pe-4,4,submitBlocks,1048576,1,67108864,2,457.455,661.189,ms
var-pe-4,4,submitBlocks,1048576,1,67108864,2,454.758,658.412,ms
var-pe-4,4,submitBlocks,1048576,1,67108864,2,456.734,660.725,ms
var-pe-4,4,submitBlocks,8,2,67108864,1,1532,2513.02,ms
var-pe-4,4,submitBlocks,8,2,67108864,1,2216.94,3304.59,ms
var-pe-4,4,submitBlocks,8,2,67108864,1,2188.34,3140.03,ms
var-pe-4,4,submitBlocks,8,2,67108864,1,2177.88,3119.05,ms
var-pe-4,4,submitBlocks,8,2,67108864,1,2163.6,3256.06,ms
var-pe-4,4,submitBlocks,16,2,67108864,1,1793.44,2301,ms
var-pe-4,4,submitBlocks,16,2,67108864,1,1771.17,2369.32,ms
var-pe-4,4,submitBlocks,16,2,67108864,1,1759.58,2292.96,ms
var-pe-4,4,submitBlocks,16,2,67108864,1,1770.99,2290.73,ms
var-pe-4,4,submitBlocks,16,2,67108864,1,1802.43,2385.13,ms
var-pe-4,4,submitBlocks,32,2,67108864,1,1600.11,1978.24,ms
var-pe-4,4,submitBlocks,32,2,67108864,1,1399.92,1789.54,ms
var-pe-4,4,submitBlocks,32,2,67108864,1,1415.56,1819.56,ms
var-pe-4,4,submitBlocks,32,2,67108864,1,1429.78,1828.76,ms
var-pe-4,4,submitBlocks,32,2,67108864,1,1429.8,1810.75,ms
var-pe-4,4,submitBlocks,64,2,67108864,1,1358.08,1680.57,ms
var-pe-4,4,submitBlocks,64,2,67108864,1,1315.38,1648.64,ms
var-pe-4,4,submitBlocks,64,2,67108864,1,1320.97,1648.32,ms
var-pe-4,4,submitBlocks,64,2,67108864,1,1352.03,1675.21,ms
var-pe-4,4,submitBlocks,64,2,67108864,1,1306.94,1628.51,ms
var-pe-4,4,submitBlocks,128,2,67108864,1,1313.53,1571.76,ms
var-pe-4,4,submitBlocks,128,2,67108864,1,1414.67,1670.37,ms
var-pe-4,4,submitBlocks,128,2,67108864,1,1414.36,1693.45,ms
var-pe-4,4,submitBlocks,128,2,67108864,1,1417.92,1690.34,ms
var-pe-4,4,submitBlocks,128,2,67108864,1,1400.29,1655,ms
var-pe-4,4,submitBlocks,256,2,67108864,1,1413.9,1666.11,ms
var-pe-4,4,submitBlocks,256,2,67108864,1,1439.86,1686.4,ms
var-pe-4,4,submitBlocks,256,2,67108864,1,1436.87,1675.5,ms
var-pe-4,4,submitBlocks,256,2,67108864,1,1441.55,1685.17,ms
var-pe-4,4,submitBlocks,256,2,67108864,1,1446.84,1692.94,ms
var-pe-4,4,submitBlocks,512,2,67108864,1,1428.18,1656.24,ms
var-pe-4,4,submitBlocks,512,2,67108864,1,1436.18,1663.28,ms
var-pe-4,4,submitBlocks,512,2,67108864,1,1458.07,1687.37,ms
var-pe-4,4,submitBlocks,512,2,67108864,1,1464.21,1691.62,ms
var-pe-4,4,submitBlocks,512,2,67108864,1,1462.74,1699.02,ms
var-pe-4,4,submitBlocks,1024,2,67108864,1,1436.74,1666.66,ms
var-pe-4,4,submitBlocks,1024,2,67108864,1,1453.15,1683.38,ms
var-pe-4,4,submitBlocks,1024,2,67108864,1,1467.25,1707.61,ms
var-pe-4,4,submitBlocks,1024,2,67108864,1,1463.15,1693.43,ms
var-pe-4,4,submitBlocks,1024,2,67108864,1,1451.95,1682.95,ms
var-pe-4,4,submitBlocks,1048576,2,67108864,1,1443.49,1654.81,ms
var-pe-4,4,submitBlocks,1048576,2,67108864,1,1406.11,1632.86,ms
var-pe-4,4,submitBlocks,1048576,2,67108864,1,1404.65,1615.17,ms
var-pe-4,4,submitBlocks,1048576,2,67108864,1,1407.59,1636.53,ms
var-pe-4,4,submitBlocks,1048576,2,67108864,1,1394.15,1603.28,ms
var-pe-4,4,submitBlocks,8,3,67108864,1,2693.12,3659.12,ms
var-pe-4,4,submitBlocks,8,3,67108864,1,3418.59,4513.51,ms
var-pe-4,4,submitBlocks,8,3,67108864,1,3408.98,4375.74,ms
var-pe-4,4,submitBlocks,8,3,67108864,1,3411.61,4398.31,ms
var-pe-4,4,submitBlocks,8,3,67108864,1,3432.73,4541.58,ms
var-pe-4,4,submitBlocks,16,3,67108864,1,2996.87,3542.57,ms
var-pe-4,4,submitBlocks,16,3,67108864,1,2932.94,3555.87,ms
var-pe-4,4,submitBlocks,16,3,67108864,1,2950.2,3486.82,ms
var-pe-4,4,submitBlocks,16,3,67108864,1,2939.36,3483.62,ms
var-pe-4,4,submitBlocks,16,3,67108864,1,2929.4,3472.52,ms
var-pe-4,4,submitBlocks,32,3,67108864,1,2656.47,3053.2,ms
var-pe-4,4,submitBlocks,32,3,67108864,1,2590.84,3006.32,ms
var-pe-4,4,submitBlocks,32,3,67108864,1,2587.31,3011.96,ms
var-pe-4,4,submitBlocks,32,3,67108864,1,2604.99,3047.26,ms
var-pe-4,4,submitBlocks,32,3,67108864,1,2591.11,2956.77,ms
var-pe-4,4,submitBlocks,64,3,67108864,1,2534.78,2880.23,ms
var-pe-4,4,submitBlocks,64,3,67108864,1,2280.42,2623.78,ms
var-pe-4,4,submitBlocks,64,3,67108864,1,2304.05,2629.93,ms
var-pe-4,4,submitBlocks,64,3,67108864,1,2282.48,2620.88,ms
var-pe-4,4,submitBlocks,64,3,67108864,1,2287.05,2625.04,ms
var-pe-4,4,submitBlocks,128,3,67108864,1,2278.14,2546.22,ms
var-pe-4,4,submitBlocks,128,3,67108864,1,2297.76,2575.99,ms
var-pe-4,4,submitBlocks,128,3,67108864,1,2321.59,2600.85,ms
var-pe-4,4,submitBlocks,128,3,67108864,1,2320.27,2606.6,ms
var-pe-4,4,submitBlocks,128,3,67108864,1,2283.09,2558.73,ms
var-pe-4,4,submitBlocks,256,3,67108864,1,2335.52,2588.63,ms
var-pe-4,4,submitBlocks,256,3,67108864,1,2311.94,2573.62,ms
var-pe-4,4,submitBlocks,256,3,67108864,1,2279.36,2542.43,ms
var-pe-4,4,submitBlocks,256,3,67108864,1,2282.22,2541.39,ms
var-pe-4,4,submitBlocks,256,3,67108864,1,2324.13,2579.44,ms
var-pe-4,4,submitBlocks,512,3,67108864,1,2287.48,2535.86,ms
var-pe-4,4,submitBlocks,512,3,67108864,1,2262.58,2510.74,ms
var-pe-4,4,submitBlocks,512,3,67108864,1,2292.91,2541.69,ms
var-pe-4,4,submitBlocks,512,3,67108864,1,2266.32,2515.28,ms
var-pe-4,4,submitBlocks,512,3,67108864,1,2269.22,2519.32,ms
var-pe-4,4,submitBlocks,1024,3,67108864,1,2264.58,2519.21,ms
var-pe-4,4,submitBlocks,1024,3,67108864,1,2298.37,2567.38,ms
var-pe-4,4,submitBlocks,1024,3,67108864,1,2281.62,2513.93,ms
var-pe-4,4,submitBlocks,1024,3,67108864,1,2247.49,2494.6,ms
var-pe-4,4,submitBlocks,1024,3,67108864,1,2276.17,2522.97,ms
var-pe-4,4,submitBlocks,1048576,3,67108864,1,2243.64,2478.25,ms
var-pe-4,4,submitBlocks,1048576,3,67108864,1,2282.8,2523.46,ms
var-pe-4,4,submitBlocks,1048576,3,67108864,1,2268.21,2491.94,ms
var-pe-4,4,submitBlocks,1048576,3,67108864,1,2251.58,2481.82,ms
var-pe-4,4,submitBlocks,1048576,3,67108864,1,2266.44,2481.67,ms
var-pe-4,4,submitBlocks,8,4,67108864,1,3918.13,4932.23,ms
var-pe-4,4,submitBlocks,8,4,67108864,1,4823.25,5918.52,ms
var-pe-4,4,submitBlocks,8,4,67108864,1,4835.56,5813.83,ms
var-pe-4,4,submitBlocks,8,4,67108864,1,4801.68,5774.25,ms
var-pe-4,4,submitBlocks,8,4,67108864,1,4816.75,5892.98,ms
var-pe-4,4,submitBlocks,16,4,67108864,1,4255.3,4817.51,ms
var-pe-4,4,submitBlocks,16,4,67108864,1,4304.87,4928.35,ms
var-pe-4,4,submitBlocks,16,4,67108864,1,4281.18,4828.68,ms
var-pe-4,4,submitBlocks,16,4,67108864,1,4258.34,4827.7,ms
var-pe-4,4,submitBlocks,16,4,67108864,1,4214.91,4880.58,ms
var-pe-4,4,submitBlocks,32,4,67108864,1,3811.29,4190.39,ms
var-pe-4,4,submitBlocks,32,4,67108864,1,3626.13,4054.17,ms
var-pe-4,4,submitBlocks,32,4,67108864,1,3666.73,4092.84,ms
var-pe-4,4,submitBlocks,32,4,67108864,1,3628.68,4040.9,ms
var-pe-4,4,submitBlocks,32,4,67108864,1,3669.14,4103.82,ms
var-pe-4,4,submitBlocks,64,4,67108864,1,3589.63,3932.84,ms
var-pe-4,4,submitBlocks,64,4,67108864,1,3568.31,3930.22,ms
var-pe-4,4,submitBlocks,64,4,67108864,1,3534.54,3882.7,ms
var-pe-4,4,submitBlocks,64,4,67108864,1,3590.4,3936.97,ms
var-pe-4,4,submitBlocks,64,4,67108864,1,3599.09,3941.46,ms
var-pe-4,4,submitBlocks,128,4,67108864,1,3504.95,3800.5,ms
var-pe-4,4,submitBlocks,128,4,67108864,1,3530.11,3840.81,ms
var-pe-4,4,submitBlocks,128,4,67108864,1,3553.7,3826.11,ms
var-pe-4,4,submitBlocks,128,4,67108864,1,3567.92,3852.24,ms
var-pe-4,4,submitBlocks,128,4,67108864,1,3547.42,3840.05,ms
var-pe-4,4,submitBlocks,256,4,67108864,1,3548.45,3825.74,ms
var-pe-4,4,submitBlocks,256,4,67108864,1,3491.02,3762.17,ms
var-pe-4,4,submitBlocks,256,4,67108864,1,3493.38,3770.08,ms
var-pe-4,4,submitBlocks,256,4,67108864,1,3534.89,3810.29,ms
var-pe-4,4,submitBlocks,256,4,67108864,1,3510.68,3784.83,ms
var-pe-4,4,submitBlocks,512,4,67108864,1,3465.9,3731.23,ms
var-pe-4,4,submitBlocks,512,4,67108864,1,3496.53,3752.59,ms
var-pe-4,4,submitBlocks,512,4,67108864,1,3507.64,3771.05,ms
var-pe-4,4,submitBlocks,512,4,67108864,1,3511.3,3784.51,ms
var-pe-4,4,submitBlocks,512,4,67108864,1,3497.69,3758.48,ms
var-pe-4,4,submitBlocks,1024,4,67108864,1,3562.87,3824.46,ms
var-pe-4,4,submitBlocks,1024,4,67108864,1,3498.97,3758.58,ms
var-pe-4,4,submitBlocks,1024,4,67108864,1,3630.1,3887.35,ms
var-pe-4,4,submitBlocks,1024,4,67108864,1,3500.73,3760.43,ms
var-pe-4,4,submitBlocks,1024,4,67108864,1,3505.07,3783.71,ms
var-pe-4,4,submitBlocks,1048576,4,67108864,1,3571.64,3803.81,ms
var-pe-4,4,submitBlocks,1048576,4,67108864,1,3533.73,3777.53,ms
var-pe-4,4,submitBlocks,1048576,4,67108864,1,3533,3781.33,ms
var-pe-4,4,submitBlocks,1048576,4,67108864,1,3475.13,3718.72,ms
var-pe-4,4,submitBlocks,1048576,4,67108864,1,3534.06,3773.92,ms
var-pe-4,4,pushBlocks,8,2,1048576,66,10.5535,16.6058,ms
var-pe-4,4,pushBlocks,8,2,1048576,66,10.4592,16.4935,ms
var-pe-4,4,pushBlocks,8,2,1048576,66,10.6287,16.6749,ms
var-pe-4,4,pushBlocks,8,2,1048576,66,11.2682,17.3624,ms
var-pe-4,4,pushBlocks,8,2,1048576,66,10.7965,16.8435,ms
var-pe-4,4,pushBlocks,1024,2,1048576,197,3.56534,3.61316,ms
var-pe-4,4,pushBlocks,1024,2,1048576,197,3.57243,3.61999,ms
var-pe-4,4,pushBlocks,1024,2,1048576,197,3.61192,3.65971,ms
var-pe-4,4,pushBlocks,1024,2,1048576,197,3.5607,3.60896,ms
var-pe-4,4,pushBlocks,1024,2,1048576,197,3.58282,3.62933,ms
var-pe-4,4,pushBlocks,1048576,2,1048576,128,5.36834,5.35404,ms
var-pe-4,4,pushBlocks,1048576,2,1048576,128,5.42839,5.41334,ms
var-pe-4,4,pushBlocks,1048576,2,1048576,128,5.401,5.38583,ms
var-pe-4,4,pushBlocks,1048576,2,1048576,128,5.3999,5.38584,ms
var-pe-4,4,pushBlocks,1048576,2,1048576,128,5.44626,5.43172,ms
var-pe-4,4,pushBlocks,8,3,1048576,61,11.3303,17.3632,ms
var-pe-4,4,pushBlocks,8,3,1048576,61,11.5509,17.5746,ms
var-pe-4,4,pushBlocks,8,3,1048576,61,11.1581,17.189,ms
var-pe-4,4,pushBlocks,8,3,1048576,61,11.2559,17.2911,ms
var-pe-4,4,pushBlocks,8,3,1048576,61,11.3141,17.3686,ms
var-pe-4,4,pushBlocks,1024,3,1048576,161,4.31063,4.35887,ms
var-pe-4,4,pushBlocks,1024,3,1048576,161,4.29697,4.34549,ms
var-pe-4,4,pushBlocks,1024,3,1048576,161,4.26827,4.31545,ms
var-pe-4,4,pushBlocks,1024,3,1048576,161,4.28086,4.32797,ms
var-pe-4,4,pushBlocks,1024,3,1048576,161,4.32556,4.37757,ms
var-pe-4,4,pushBlocks,1048576,3,1048576,73,9.54247,9.51144,ms
var-pe-4,4,pushBlocks,1048576,3,1048576,73,9.56094,9.52672,ms
var-pe-4,4,pushBlocks,1048576,3,1048576,73,9.57684,9.54531,ms
var-pe-4,4,pushBlocks,1048576,3,1048576,73,9.58746,9.55511,ms
var-pe-4,4,pushBlocks,1048576,3,1048576,73,9.66098,9.63128,ms
var-pe-4,4,pushBlocks,8,4,1048576,58,12.1743,18.198,ms
var-pe-4,4,pushBlocks,8,4,1048576,58,12.1363,18.1826,ms
var-pe-4,4,pushBlocks,8,4,1048576,58,12.3017,18.3406,ms
var-pe-4,4,pushBlocks,8,4,1048576,58,12.2187,18.2676,ms
var-pe-4,4,pushBlocks,8,4,1048576,58,11.7779,17.8095,ms
var-pe-4,4,pushBlocks,1024,4,1048576,133,5.33666,5.37667,ms
var-pe-4,4,pushBlocks,1024,4,1048576,133,5.42906,5.46527,ms
var-pe-4,4,pushBlocks,1024,4,1048576,133,5.43125,5.46644,ms
var-pe-4,4,pushBlocks,1024,4,1048576,133,5.43393,5.46892,ms
var-pe-4,4,pushBlocks,1024,4,1048576,133,5.35331,5.3898,ms
var-pe-4,4,pushBlocks,1048576,4,1048576,52,13.6862,13.6381,ms
var-pe-4,4,pushBlocks,1048576,4,1048576,52,13.6244,13.578,ms
var-pe-4,4,pushBlocks,1048576,4,1048576,52,13.7269,13.6761,ms
var-pe-4,4,pushBlocks,1048576,4,1048576,52,13.6358,13.5806,ms
var-pe-4,4,pushBlocks,1048576,4,1048576,52,13.5781,13.5289,ms
var-pe-4,4,pushBlocks,8,2,16777216,3,217.551,308.96,ms
var-pe-4,4,pushBlocks,8,2,16777216,3,204.789,297.334,ms
var-pe-4,4,pushBlocks,8,2,16777216,3,211.451,297.561,ms
var-pe-4,4,pushBlocks,8,2,16777216,3,205.25,290.322,ms
var-pe-4,4,pushBlocks,8,2,16777216,3,204.49,291.994,ms
var-pe-4,4,pushBlocks,1024,2,16777216,10,67.9421,68.6011,ms
var-pe-4,4,pushBlocks,1024,2,16777216,10,68.0245,68.602,ms
var-pe-4,4,pushBlocks,1024,2,16777216,10,67.9198,68.5914,ms
var-pe-4,4,pushBlocks,1024,2,16777216,10,66.4001,66.995,ms
var-pe-4,4,pushBlocks,1024,2,16777216,10,67.6719,68.3006,ms
var-pe-4,4,pushBlocks,1048576,2,16777216,11,63.3531,62.9121,ms
var-pe-4,4,pushBlocks,1048576,2,16777216,11,63.2334,62.7136,ms
var-pe-4,4,pushBlocks,1048576,2,16777216,11,63.5453,63.0027,ms
var-pe-4,4,pushBlocks,1048576,2,16777216,11,63.9817,63.423,ms
var-pe-4,4,pushBlocks,1048576,2,16777216,11,64.5654,64.254,ms
var-pe-4,4,pushBlocks,8,3,16777216,3,206.191,293.216,ms
var-pe-4,4,pushBlocks,8,3,16777216,3,205.013,285.198,ms
var-pe-4,4,pushBlocks,8,3,16777216,3,205.045,286.093,ms
var-pe-4,4,pushBlocks,8,3,16777216,3,210.114,300.17,ms
var-pe-4,4,pushBlocks,8,3,16777216,3,202.3,281.48,ms
var-pe-4,4,pushBlocks,1024,3,16777216,8,83.143,83.5867,ms
var-pe-4,4,pushBlocks,1024,3,16777216,8,82.5905,82.689,ms
var-pe-4,4,pushBlocks,1024,3,16777216,8,82.719,82.8042,ms
var-pe-4,4,pushBlocks,1024,3,16777216,8,81.7383,81.8433,ms
var-pe-4,4,pushBlocks,1024,3,16777216,8,82.7786,82.8152,ms
var-pe-4,4,pushBlocks,1048576,3,16777216,8,90.9538,90.0221,ms
var-pe-4,4,pushBlocks,1048576,3,16777216,8,90.2775,89.3983,ms
var-pe-4,4,pushBlocks,1048576,3,16777216,8,91.4533,90.5422,ms
var-pe-4,4,pushBlocks,1048576,3,16777216,8,90.2998,89.2609,ms
var-pe-4,4,pushBlocks,1048576,3,16777216,8,90.5139,89.3977,ms
var-pe-4,4,pushBlocks,8,4,16777216,3,211.916,294.041,ms
var-pe-4,4,pushBlocks,8,4,16777216,3,205.454,293.672,ms
var-pe-4,4,pushBlocks,8,4,16777216,3,199.411,295.901,ms
var-pe-4,4,pushBlocks,8,4,16777216,3,202.435,294.561,ms
var-pe-4,4,pushBlocks,8,4,16777216,3,206.464,305.092,ms
var-pe-4,4,pushBlocks,1024,4,16777216,7,87.1878,82.8133,ms
var-pe-4,4,pushBlocks,1024,4,16777216,7,88.3208,84.0112,ms
var-pe-4,4,pushBlocks,1024,4,16777216,7,91.6632,87.9441,ms
var-pe-4,4,pushBlocks,1024,4,16777216,7,88.2106,84.0203,ms
var-pe-4,4,pushBlocks,1024,4,16777216,7,85.9505,81.7042,ms
var-pe-4,4,pushBlocks,1048576,4,16777216,6,90.9965,85.1417,ms
var-pe-4,4,pushBlocks,1048576,4,16777216,6,90.0098,83.9998,ms
var-pe-4,4,pushBlocks,1048576,4,16777216,6,88.9357,82.8452,ms
var-pe-4,4,pushBlocks,1048576,4,16777216,6,94.8014,88.6434,ms
var-pe-4,4,pushBlocks,1048576,4,16777216,6,90.142,83.9825,ms
var-pe-4,4,pushBlocks,8,2,33554432,1,608.922,800.279,ms
var-pe-4,4,pushBlocks,8,2,33554432,1,634.865,822.135,ms
var-pe-4,4,pushBlocks,8,2,33554432,1,594.71,789.54,ms
var-pe-4,4,pushBlocks,8,2,33554432,1,592.729,760.786,ms
var-pe-4,4,pushBlocks,8,2,33554432,1,616.595,767.744,ms
var-pe-4,4,pushBlocks,1024,2,33554432,4,148.221,136.517,ms
var-pe-4,4,pushBlocks,1024,2,33554432,4,147.668,139.16,ms
var-pe-4,4,pushBlocks,1024,2,33554432,4,150.376,139.427,ms
var-pe-4,4,pushBlocks,1024,2,33554432,4,148.562,137.354,ms
var-pe-4,4,pushBlocks,1024,2,33554432,4,146.115,134.432,ms
var-pe-4,4,pushBlocks,1048576,2,33554432,4,144.968,130.839,ms
var-pe-4,4,pushBlocks,1048576,2,33554432,4,139.617,125.138,ms
var-pe-4,4,pushBlocks,1048576,2,33554432,4,140.946,126.597,ms
var-pe-4,4,pushBlocks,1048576,2,33554432,4,142.228,129.518,ms
var-pe-4,4,pushBlocks,1048576,2,33554432,4,139.28,125,ms
var-pe-4,4,pushBlocks,8,3,33554432,1,751.698,882.16,ms
var-pe-4,4,pushBlocks,8,3,33554432,1,774.812,872.835,ms
var-pe-4,4,pushBlocks,8,3,33554432,1,769.34,959.006,ms
var-pe-4,4,pushBlocks,8,3,33554432,1,796.753,962.975,ms
var-pe-4,4,pushBlocks,8,3,33554432,1,770.787,937.388,ms
var-pe-4,4,pushBlocks,1024,3,33554432,4,180.242,170.61,ms
var-pe-4,4,pushBlocks,1024,3,33554432,4,178.583,168.944,ms
var-pe-4,4,pushBlocks,1024,3,33554432,4,179.244,171.105,ms
var-pe-4,4,pushBlocks,1024,3,33554432,4,180.217,170.238,ms
var-pe-4,4,pushBlocks,1024,3,33554432,4,175.131,165.433,ms
var-pe-4,4,pushBlocks,1048576,3,33554432,3,182.243,165.224,ms
var-pe-4,4,pushBlocks,1048576,3,33554432,3,180.773,165.743,ms
var-pe-4,4,pushBlocks,1048576,3,33554432,3,181.087,164.334,ms
var-pe-4,4,pushBlocks,1048576,3,33554432,3,178.414,161.367,ms
var-pe-4,4,pushBlocks,1048576,3,33554432,3,183.966,168.337,ms
var-pe-4,4,pushBlocks,8,4,33554432,1,1075.93,1270.23,ms
var-pe-4,4,pushBlocks,8,4,33554432,1,1097.53,1285.31,ms
var-pe-4,4,pushBlocks,8,4,33554432,1,1061.3,1223.99,ms
var-pe-4,4,pushBlocks,8,4,33554432,1,1146.83,1261.05,ms
var-pe-4,4,pushBlocks,8,4,33554432,1,1114.27,1240.87,ms
var-pe-4,4,pushBlocks,1024,4,33554432,3,185.172,174.378,ms
var-pe-4,4,pushBlocks,1024,4,33554432,3,187.937,177.434,ms
var-pe-4,4,pushBlocks,1024,4,33554432,3,188.973,177.138,ms
var-pe-4,4,pushBlocks,1024,4,33554432,3,183.814,173.403,ms
var-pe-4,4,pushBlocks,1024,4,33554432,3,184.045,175.777,ms
var-pe-4,4,pushBlocks,1048576,4,33554432,3,173.123,159.98,ms
var-pe-4,4,pushBlocks,1048576,4,33554432,3,178.609,165.098,ms
var-pe-4,4,pushBlocks,1048576,4,33554432,3,209.075,194.063,ms
var-pe-4,4,pushBlocks,1048576,4,33554432,3,213.798,207.981,ms
var-pe-4,4,pushBlocks,1048576,4,33554432,3,175.136,171.853,ms
var-pe-4,4,pushBlocks,8,2,67108864,1,1720.33,2087.08,ms
var-pe-4,4,pushBlocks,8,2,67108864,1,1782.1,2058.87,ms
var-pe-4,4,pushBlocks,8,2,67108864,1,1755.2,2045.26,ms
var-pe-4,4,pushBlocks,8,2,67108864,1,1708.51,2055.35,ms
var-pe-4,4,pushBlocks,8,2,67108864,1,1713.86,2004.64,ms
var-pe-4,4,pushBlocks,1024,2,67108864,1,953.683,942.613,ms
var-pe-4,4,pushBlocks,1024,2,67108864,1,976.269,862.312,ms
var-pe-4,4,pushBlocks,1024,2,67108864,1,937.997,834.53,ms
var-pe-4,4,pushBlocks,1024,2,67108864,1,953.684,845.815,ms
var-pe-4,4,pushBlocks,1024,2,67108864,1,971.738,857.813,ms
var-pe-4,4,pushBlocks,1048576,2,67108864,1,952.735,840.697,ms
var-pe-4,4,pushBlocks,1048576,2,67108864,1,933.798,832.523,ms
var-pe-4,4,pushBlocks,1048576,2,67108864,1,960.202,850.708,ms
var-pe-4,4,pushBlocks,1048576,2,67108864,1,977.689,876.533,ms
var-pe-4,4,pushBlocks,1048576,2,67108864,1,973.601,860.541,ms
var-pe-4,4,pushBlocks,8,3,67108864,1,2296.07,2673.13,ms
var-pe-4,4,pushBlocks,8,3,67108864,1,2238.74,2612.71,ms
var-pe-4,4,pushBlocks,8,3,67108864,1,2289.01,2660.98,ms
var-pe-4,4,pushBlocks,8,3,67108864,1,2310.71,2675.86,ms
var-pe-4,4,pushBlocks,8,3,67108864,1,2302.55,2666.82,ms
var-pe-4,4,pushBlocks,1024,3,67108864,1,1534.92,1517.44,ms
var-pe-4,4,pushBlocks,1024,3,67108864,1,1140.78,1124.13,ms
var-pe-4,4,pushBlocks,1024,3,67108864,1,1144.68,1136.6,ms
var-pe-4,4,pushBlocks,1024,3,67108864,1,1098.76,1089.17,ms
var-pe-4,4,pushBlocks,1024,3,67108864,1,1004.35,996.179,ms
var-pe-4,4,pushBlocks,1048576,3,67108864,1,1446.57,1434.08,ms
var-pe-4,4,pushBlocks,1048576,3,67108864,1,1064.62,1052.62,ms
var-pe-4,4,pushBlocks,1048576,3,67108864,1,1115.09,1103.87,ms
var-pe-4,4,pushBlocks,1048576,3,67108864,1,1069.09,1050.3,ms
var-pe-4,4,pushBlocks,1048576,3,67108864,1,1027.15,1020.68,ms
var-pe-4,4,pushBlocks,8,4,67108864,1,2817.24,3178.92,ms
var-pe-4,4,pushBlocks,8,4,67108864,1,3003.14,3357.01,ms
var-pe-4,4,pushBlocks,8,4,67108864,1,2994.39,3330.17,ms
var-pe-4,4,pushBlocks,8,4,67108864,1,3008.55,3365.94,ms
var-pe-4,4,pushBlocks,8,4,67108864,1,3022.09,3372.34,ms
var-pe-4,4,pushBlocks,1024,4,67108864,1,1383.16,1367.43,ms
var-pe-4,4,pushBlocks,1024,4,67108864,1,723.791,704.182,ms
var-pe-4,4,pushBlocks,1024,4,67108864,1,358.929,348.911,ms
var-pe-4,4,pushBlocks,1024,4,67108864,1,371.621,358.055,ms
var-pe-4,4,pushBlocks,1024,4,67108864,1,375.98,358.578,ms
var-pe-4,4,pushBlocks,1048576,4,67108864,1,630.814,602.667,ms
var-pe-4,4,pushBlocks,1048576,4,67108864,1,596.051,590.391,ms
var-pe-4,4,pushBlocks,1048576,4,67108864,1,503.598,497.518,ms
var-pe-4,4,pushBlocks,1048576,4,67108864,1,453.769,439.968,ms
var-pe-4,4,pushBlocks,1048576,4,67108864,1,367.193,370.058,ms
var-pe-8,8,submitBlocks,8,1,1048576,46,15.3517,28.0049,ms
var-pe-8,8,submitBlocks,8,1,1048576,46,15.5661,28.6198,ms
var-pe-8,8,submitBlocks,8,1,1048576,46,15.1772,28.16,ms
var-pe-8,8,submitBlocks,8,1,1048576,46,15.3442,28.4129,ms
