numberOfPEs,name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
4,"BM_submitBlocks/8/1/1048576/manual_time",50,15.9069,28.4635,ms,,,,,
4,"BM_submitBlocks/8/1/1048576/manual_time",50,14.8379,27.5769,ms,,,,,
4,"BM_submitBlocks/8/1/1048576/manual_time",50,14.4093,27.1183,ms,,,,,
4,"BM_submitBlocks/8/1/1048576/manual_time",50,14.7736,27.6153,ms,,,,,
4,"BM_submitBlocks/8/1/1048576/manual_time",50,14.5983,27.3763,ms,,,,,
4,"BM_submitBlocks/8/1/1048576/manual_time_mean",5,14.9052,27.63,ms,,,,,
4,"BM_submitBlocks/8/1/1048576/manual_time_median",5,14.7736,27.5769,ms,,,,,
4,"BM_submitBlocks/8/1/1048576/manual_time_stddev",5,0.584255,0.505943,ms,,,,,
4,"BM_submitBlocks/16/1/1048576/manual_time",87,8.172,15.6884,ms,,,,,
4,"BM_submitBlocks/16/1/1048576/manual_time",87,8.39814,15.9092,ms,,,,,
4,"BM_submitBlocks/16/1/1048576/manual_time",87,7.98418,15.4066,ms,,,,,
4,"BM_submitBlocks/16/1/1048576/manual_time",87,8.38206,15.8537,ms,,,,,
4,"BM_submitBlocks/16/1/1048576/manual_time",87,8.54925,16.0534,ms,,,,,
4,"BM_submitBlocks/16/1/1048576/manual_time_mean",5,8.29713,15.7823,ms,,,,,
4,"BM_submitBlocks/16/1/1048576/manual_time_median",5,8.38206,15.8537,ms,,,,,
4,"BM_submitBlocks/16/1/1048576/manual_time_stddev",5,0.220553,0.247301,ms,,,,,
4,"BM_submitBlocks/32/1/1048576/manual_time",139,5.07873,10.1944,ms,,,,,
4,"BM_submitBlocks/32/1/1048576/manual_time",139,5.14829,10.274,ms,,,,,
4,"BM_submitBlocks/32/1/1048576/manual_time",139,5.48375,10.644,ms,,,,,
4,"BM_submitBlocks/32/1/1048576/manual_time",139,5.59543,10.7483,ms,,,,,
4,"BM_submitBlocks/32/1/1048576/manual_time",139,5.44752,10.5787,ms,,,,,
4,"BM_submitBlocks/32/1/1048576/manual_time_mean",5,5.35075,10.4879,ms,,,,,
4,"BM_submitBlocks/32/1/1048576/manual_time_median",5,5.44752,10.5787,ms,,,,,
4,"BM_submitBlocks/32/1/1048576/manual_time_stddev",5,0.224669,0.241002,ms,,,,,
4,"BM_submitBlocks/64/1/1048576/manual_time",144,4.47167,8.56917,ms,,,,,
4,"BM_submitBlocks/64/1/1048576/manual_time",144,4.60253,8.73259,ms,,,,,
4,"BM_submitBlocks/64/1/1048576/manual_time",144,4.32666,8.4366,ms,,,,,
4,"BM_submitBlocks/64/1/1048576/manual_time",144,4.4698,8.58677,ms,,,,,
4,"BM_submitBlocks/64/1/1048576/manual_time",144,4.22512,8.33771,ms,,,,,
4,"BM_submitBlocks/64/1/1048576/manual_time_mean",5,4.41916,8.53257,ms,,,,,
4,"BM_submitBlocks/64/1/1048576/manual_time_median",5,4.4698,8.56917,ms,,,,,
