numberOfPEs,name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
32,"BM_submitBlocks/1024/1/1048576/manual_time",38,18.0755,21.2207,ms,,,,,
32,"BM_submitBlocks/1024/1/1048576/manual_time_mean",5,17.6815,20.8492,ms,,,,,
32,"BM_submitBlocks/1024/1/1048576/manual_time_median",5,17.811,21.058,ms,,,,,
32,"BM_submitBlocks/1024/1/1048576/manual_time_stddev",5,0.605829,0.611401,ms,,,,,
32,"BM_submitBlocks/1048576/1/1048576/manual_time",43,16.5182,19.3531,ms,,,,,
32,"BM_submitBlocks/1048576/1/1048576/manual_time",43,16.8735,19.7091,ms,,,,,
32,"BM_submitBlocks/1048576/1/1048576/manual_time",43,17.8783,20.6991,ms,,,,,
32,"BM_submitBlocks/1048576/1/1048576/manual_time",43,17.7296,20.6252,ms,,,,,
32,"BM_submitBlocks/1048576/1/1048576/manual_time",43,17.4351,20.3224,ms,,,,,
32,"BM_submitBlocks/1048576/1/1048576/manual_time_mean",5,17.2869,20.1418,ms,,,,,
32,"BM_submitBlocks/1048576/1/1048576/manual_time_median",5,17.4351,20.3224,ms,,,,,
32,"BM_submitBlocks/1048576/1/1048576/manual_time_stddev",5,0.576535,0.588685,ms,,,,,
32,"BM_submitBlocks/8/2/1048576/manual_time",22,33.2767,48.6119,ms,,,,,
32,"BM_submitBlocks/8/2/1048576/manual_time",22,32.9035,48.4066,ms,,,,,
32,"BM_submitBlocks/8/2/1048576/manual_time",22,34.7697,50.2084,ms,,,,,
32,"BM_submitBlocks/8/2/1048576/manual_time",22,35.1048,50.5624,ms,,,,,
32,"BM_submitBlocks/8/2/1048576/manual_time",22,33.4999,49.0841,ms,,,,,
32,"BM_submitBlocks/8/2/1048576/manual_time_mean",5,33.9109,49.3747,ms,,,,,
32,"BM_submitBlocks/8/2/1048576/manual_time_median",5,33.4999,49.0841,ms,,,,,
32,"BM_submitBlocks/8/2/1048576/manual_time_stddev",5,0.968089,0.962967,ms,,,,,
32,"BM_submitBlocks/16/2/1048576/manual_time",26,27.0518,36.0652,ms,,,,,
32,"BM_submitBlocks/16/2/1048576/manual_time",26,26.1016,35.1097,ms,,,,,
32,"BM_submitBlocks/16/2/1048576/manual_time",26,27.3425,36.3903,ms,,,,,
32,"BM_submitBlocks/16/2/1048576/manual_time",26,26.2856,35.3377,ms,,,,,
32,"BM_submitBlocks/16/2/1048576/manual_time",26,26.2052,35.1958,ms,,,,,
32,"BM_submitBlocks/16/2/1048576/manual_time_mean",5,26.5974,35.6197,ms,,,,,
32,"BM_submitBlocks/16/2/1048576/manual_time_median",5,26.2856,35.3377,ms,,,,,
32,"BM_submitBlocks/16/2/1048576/manual_time_stddev",5,0.560913,0.572617,ms,,,,,
32,"BM_submitBlocks/32/2/1048576/manual_time",32,22.1086,28.2461,ms,,,,,
32,"BM_submitBlocks/32/2/1048576/manual_time",32,22.5142,28.7387,ms,,,,,
32,"BM_submitBlocks/32/2/1048576/manual_time",32,23.0858,29.2963,ms,,,,,
32,"BM_submitBlocks/32/2/1048576/manual_time",32,23.5471,29.7791,ms,,,,,
32,"BM_submitBlocks/32/2/1048576/manual_time",32,22.3422,28.4709,ms,,,,,
32,"BM_submitBlocks/32/2/1048576/manual_time_mean",5,22.7196,28.9062,ms,,,,,
32,"BM_submitBlocks/32/2/1048576/manual_time_median",5,22.5142,28.7387,ms,,,,,
32,"BM_submitBlocks/32/2/1048576/manual_time_stddev",5,0.586684,0.62598,ms,,,,,
32,"BM_submitBlocks/64/2/1048576/manual_time",31,23.4634,28.697,ms,,,,,
32,"BM_submitBlocks/64/2/1048576/manual_time",31,22.1777,27.2592,ms,,,,,
32,"BM_submitBlocks/64/2/1048576/manual_time",31,22.8999,28.0223,ms,,,,,
32,"BM_submitBlocks/64/2/1048576/manual_time",31,22.2442,27.3339,ms,,,,,
32,"BM_submitBlocks/64/2/1048576/manual_time",31,21.9921,27.0266,ms,,,,,
32,"BM_submitBlocks/64/2/1048576/manual_time_mean",5,22.5555,27.6678,ms,,,,,
32,"BM_submitBlocks/64/2/1048576/manual_time_median",5,22.2442,27.3339,ms,,,,,
32,"BM_submitBlocks/64/2/1048576/manual_time_stddev",5,0.612354,0.68455,ms,,,,,
32,"BM_submitBlocks/128/2/1048576/manual_time",31,23.7268,28.3306,ms,,,,,
32,"BM_submitBlocks/128/2/1048576/manual_time",31,23.3401,27.7876,ms,,,,,
32,"BM_submitBlocks/128/2/1048576/manual_time",31,22.4505,26.8845,ms,,,,,
32,"BM_submitBlocks/128/2/1048576/manual_time",31,22.4486,26.8818,ms,,,,,
32,"BM_submitBlocks/128/2/1048576/manual_time",31,22.6056,27.0495,ms,,,,,
32,"BM_submitBlocks/128/2/1048576/manual_time_mean",5,22.9143,27.3868,ms,,,,,
32,"BM_submitBlocks/128/2/1048576/manual_time_median",5,22.6056,27.0495,ms,,,,,
32,"BM_submitBlocks/128/2/1048576/manual_time_stddev",5,0.584985,0.646619,ms,,,,,
32,"BM_submitBlocks/256/2/1048576/manual_time",31,22.659,26.6316,ms,,,,,
32,"BM_submitBlocks/256/2/1048576/manual_time",31,22.6542,26.6236,ms,,,,,
32,"BM_submitBlocks/256/2/1048576/manual_time",31,22.5649,26.5088,ms,,,,,
32,"BM_submitBlocks/256/2/1048576/manual_time",31,22.7645,26.7283,ms,,,,,
32,"BM_submitBlocks/256/2/1048576/manual_time",31,22.9334,26.8859,ms,,,,,
32,"BM_submitBlocks/256/2/1048576/manual_time_mean",5,22.7152,26.6757,ms,,,,,
32,"BM_submitBlocks/256/2/1048576/manual_time_median",5,22.659,26.6316,ms,,,,,
32,"BM_submitBlocks/256/2/1048576/manual_time_stddev",5,0.141006,0.140959,ms,,,,,
32,"BM_submitBlocks/512/2/1048576/manual_time",30,22.9359,26.6106,ms,,,,,
32,"BM_submitBlocks/512/2/1048576/manual_time",30,23.1282,26.907,ms,,,,,
32,"BM_submitBlocks/512/2/1048576/manual_time",30,23.0126,26.7331,ms,,,,,
32,"BM_submitBlocks/512/2/1048576/manual_time",30,23.0561,26.7616,ms,,,,,
32,"BM_submitBlocks/512/2/1048576/manual_time",30,22.9147,26.5911,ms,,,,,
32,"BM_submitBlocks/512/2/1048576/manual_time_mean",5,23.0095,26.7207,ms,,,,,
32,"BM_submitBlocks/512/2/1048576/manual_time_median",5,23.0126,26.7331,ms,,,,,
32,"BM_submitBlocks/512/2/1048576/manual_time_stddev",5,0.0875626,0.127915,ms,,,,,
32,"BM_submitBlocks/1024/2/1048576/manual_time",31,23.175,26.3706,ms,,,,,
32,"BM_submitBlocks/1024/2/1048576/manual_time",31,22.7189,25.8733,ms,,,,,
32,"BM_submitBlocks/1024/2/1048576/manual_time",31,23.7121,26.9917,ms,,,,,
32,"BM_submitBlocks/1024/2/1048576/manual_time",31,23.0039,26.2231,ms,,,,,
32,"BM_submitBlocks/1024/2/1048576/manual_time",31,23.1199,26.34,ms,,,,,
32,"BM_submitBlocks/1024/2/1048576/manual_time_mean",5,23.146,26.3597,ms,,,,,
32,"BM_submitBlocks/1024/2/1048576/manual_time_median",5,23.1199,26.34,ms,,,,,
32,"BM_submitBlocks/1024/2/1048576/manual_time_stddev",5,0.36217,0.404724,ms,,,,,
32,"BM_submitBlocks/1048576/2/1048576/manual_time",32,22.2445,25.1397,ms,,,,,
32,"BM_submitBlocks/1048576/2/1048576/manual_time",32,22.3348,25.2274,ms,,,,,
32,"BM_submitBlocks/1048576/2/1048576/manual_time",32,22.5263,25.4604,ms,,,,,
32,"BM_submitBlocks/1048576/2/1048576/manual_time",32,21.9343,24.8208,ms,,,,,
32,"BM_submitBlocks/1048576/2/1048576/manual_time",32,22.9697,25.9514,ms,,,,,
32,"BM_submitBlocks/1048576/2/1048576/manual_time_mean",5,22.4019,25.3199,ms,,,,,
32,"BM_submitBlocks/1048576/2/1048576/manual_time_median",5,22.3348,25.2274,ms,,,,,
32,"BM_submitBlocks/1048576/2/1048576/manual_time_stddev",5,0.382662,0.420894,ms,,,,,
32,"BM_submitBlocks/8/3/1048576/manual_time",18,39.4732,54.7906,ms,,,,,
32,"BM_submitBlocks/8/3/1048576/manual_time",18,39.3069,54.3808,ms,,,,,
32,"BM_submitBlocks/8/3/1048576/manual_time",18,39.5821,54.8298,ms,,,,,
32,"BM_submitBlocks/8/3/1048576/manual_time",18,39.3798,54.3444,ms,,,,,
32,"BM_submitBlocks/8/3/1048576/manual_time",18,39.3754,54.3504,ms,,,,,
32,"BM_submitBlocks/8/3/1048576/manual_time_mean",5,39.4235,54.5392,ms,,,,,
32,"BM_submitBlocks/8/3/1048576/manual_time_median",5,39.3798,54.3808,ms,,,,,
32,"BM_submitBlocks/8/3/1048576/manual_time_stddev",5,0.106571,0.248166,ms,,,,,
32,"BM_submitBlocks/16/3/1048576/manual_time",21,33.3702,42.3618,ms,,,,,
32,"BM_submitBlocks/16/3/1048576/manual_time",21,33.6377,42.6959,ms,,,,,
32,"BM_submitBlocks/16/3/1048576/manual_time",21,33.9318,43.1432,ms,,,,,
32,"BM_submitBlocks/16/3/1048576/manual_time",21,33.7523,42.8661,ms,,,,,
32,"BM_submitBlocks/16/3/1048576/manual_time",21,33.7322,42.7695,ms,,,,,
32,"BM_submitBlocks/16/3/1048576/manual_time_mean",5,33.6849,42.7673,ms,,,,,
32,"BM_submitBlocks/16/3/1048576/manual_time_median",5,33.7322,42.7695,ms,,,,,
32,"BM_submitBlocks/16/3/1048576/manual_time_stddev",5,0.205537,0.283074,ms,,,,,
32,"BM_submitBlocks/32/3/1048576/manual_time",24,29.5249,35.7503,ms,,,,,
32,"BM_submitBlocks/32/3/1048576/manual_time",24,30.3743,36.8194,ms,,,,,
32,"BM_submitBlocks/32/3/1048576/manual_time",24,29.717,35.9571,ms,,,,,
32,"BM_submitBlocks/32/3/1048576/manual_time",24,29.8429,36.1255,ms,,,,,
32,"BM_submitBlocks/32/3/1048576/manual_time",24,29.5459,35.851,ms,,,,,
32,"BM_submitBlocks/32/3/1048576/manual_time_mean",5,29.801,36.1007,ms,,,,,
32,"BM_submitBlocks/32/3/1048576/manual_time_median",5,29.717,35.9571,ms,,,,,
32,"BM_submitBlocks/32/3/1048576/manual_time_stddev",5,0.345969,0.425139,ms,,,,,
32,"BM_submitBlocks/64/3/1048576/manual_time",23,29.9113,34.9676,ms,,,,,
32,"BM_submitBlocks/64/3/1048576/manual_time",23,29.9713,35.0158,ms,,,,,
32,"BM_submitBlocks/64/3/1048576/manual_time",23,30.5339,35.6436,ms,,,,,
32,"BM_submitBlocks/64/3/1048576/manual_time",23,29.7858,34.8406,ms,,,,,
32,"BM_submitBlocks/64/3/1048576/manual_time",23,31.6675,36.9472,ms,,,,,
32,"BM_submitBlocks/64/3/1048576/manual_time_mean",5,30.374,35.4829,ms,,,,,
32,"BM_submitBlocks/64/3/1048576/manual_time_median",5,29.9713,35.0158,ms,,,,,
32,"BM_submitBlocks/64/3/1048576/manual_time_stddev",5,0.777976,0.875544,ms,,,,,
32,"BM_submitBlocks/128/3/1048576/manual_time",23,30.8436,35.3603,ms,,,,,
32,"BM_submitBlocks/128/3/1048576/manual_time",23,30.6487,35.1625,ms,,,,,
32,"BM_submitBlocks/128/3/1048576/manual_time",23,30.4703,34.9503,ms,,,,,
32,"BM_submitBlocks/128/3/1048576/manual_time",23,30.6207,35.0927,ms,,,,,
32,"BM_submitBlocks/128/3/1048576/manual_time",23,30.4444,34.9182,ms,,,,,
32,"BM_submitBlocks/128/3/1048576/manual_time_mean",5,30.6055,35.0968,ms,,,,,
32,"BM_submitBlocks/128/3/1048576/manual_time_median",5,30.6207,35.0927,ms,,,,,
32,"BM_submitBlocks/128/3/1048576/manual_time_stddev",5,0.160479,0.178269,ms,,,,,
32,"BM_submitBlocks/256/3/1048576/manual_time",23,30.7928,34.7706,ms,,,,,
32,"BM_submitBlocks/256/3/1048576/manual_time",23,31.4526,35.4689,ms,,,,,
32,"BM_submitBlocks/256/3/1048576/manual_time",23,30.9197,34.8988,ms,,,,,
32,"BM_submitBlocks/256/3/1048576/manual_time",23,31.3686,35.4735,ms,,,,,
32,"BM_submitBlocks/256/3/1048576/manual_time",23,30.8792,34.858,ms,,,,,
32,"BM_submitBlocks/256/3/1048576/manual_time_mean",5,31.0826,35.094,ms,,,,,
32,"BM_submitBlocks/256/3/1048576/manual_time_median",5,30.9197,34.8988,ms,,,,,
32,"BM_submitBlocks/256/3/1048576/manual_time_stddev",5,0.304369,0.347474,ms,,,,,
32,"BM_submitBlocks/512/3/1048576/manual_time",21,33.9003,37.5358,ms,,,,,
32,"BM_submitBlocks/512/3/1048576/manual_time",21,33.3204,36.9716,ms,,,,,
32,"BM_submitBlocks/512/3/1048576/manual_time",21,33.5224,37.1634,ms,,,,,
32,"BM_submitBlocks/512/3/1048576/manual_time",21,33.7352,37.3755,ms,,,,,
32,"BM_submitBlocks/512/3/1048576/manual_time",21,34.0333,37.676,ms,,,,,
32,"BM_submitBlocks/512/3/1048576/manual_time_mean",5,33.7023,37.3445,ms,,,,,
32,"BM_submitBlocks/512/3/1048576/manual_time_median",5,33.7352,37.3755,ms,,,,,
32,"BM_submitBlocks/512/3/1048576/manual_time_stddev",5,0.286373,0.282499,ms,,,,,
32,"BM_submitBlocks/1024/3/1048576/manual_time",23,30.9332,34.106,ms,,,,,
32,"BM_submitBlocks/1024/3/1048576/manual_time",23,31.0295,34.2017,ms,,,,,
32,"BM_submitBlocks/1024/3/1048576/manual_time",23,30.9516,34.1548,ms,,,,,
32,"BM_submitBlocks/1024/3/1048576/manual_time",23,31.1957,34.3665,ms,,,,,
32,"BM_submitBlocks/1024/3/1048576/manual_time",23,30.8528,34.0504,ms,,,,,
32,"BM_submitBlocks/1024/3/1048576/manual_time_mean",5,30.9926,34.1759,ms,,,,,
32,"BM_submitBlocks/1024/3/1048576/manual_time_median",5,30.9516,34.1548,ms,,,,,
32,"BM_submitBlocks/1024/3/1048576/manual_time_stddev",5,0.129803,0.120505,ms,,,,,
32,"BM_submitBlocks/1048576/3/1048576/manual_time",23,30.1986,33.0871,ms,,,,,
32,"BM_submitBlocks/1048576/3/1048576/manual_time",23,29.8694,32.7518,ms,,,,,
32,"BM_submitBlocks/1048576/3/1048576/manual_time",23,30.7915,33.6466,ms,,,,,
32,"BM_submitBlocks/1048576/3/1048576/manual_time",23,29.9719,32.8477,ms,,,,,
32,"BM_submitBlocks/1048576/3/1048576/manual_time",23,31.0906,33.9421,ms,,,,,
32,"BM_submitBlocks/1048576/3/1048576/manual_time_mean",5,30.3844,33.2551,ms,,,,,
32,"BM_submitBlocks/1048576/3/1048576/manual_time_median",5,30.1986,33.0871,ms,,,,,
32,"BM_submitBlocks/1048576/3/1048576/manual_time_stddev",5,0.53255,0.517877,ms,,,,,
32,"BM_submitBlocks/8/4/1048576/manual_time",14,50.8678,66.2936,ms,,,,,
32,"BM_submitBlocks/8/4/1048576/manual_time",14,50.3724,65.5109,ms,,,,,
32,"BM_submitBlocks/8/4/1048576/manual_time",14,50.6511,65.9054,ms,,,,,
32,"BM_submitBlocks/8/4/1048576/manual_time",14,50.349,65.8157,ms,,,,,
32,"BM_submitBlocks/8/4/1048576/manual_time",14,50.2256,65.7065,ms,,,,,
32,"BM_submitBlocks/8/4/1048576/manual_time_mean",5,50.4932,65.8464,ms,,,,,
32,"BM_submitBlocks/8/4/1048576/manual_time_median",5,50.3724,65.8157,ms,,,,,
32,"BM_submitBlocks/8/4/1048576/manual_time_stddev",5,0.260886,0.290046,ms,,,,,
32,"BM_submitBlocks/16/4/1048576/manual_time",17,41.5816,50.5769,ms,,,,,
32,"BM_submitBlocks/16/4/1048576/manual_time",17,41.702,50.6843,ms,,,,,
32,"BM_submitBlocks/16/4/1048576/manual_time",17,41.9697,51.0464,ms,,,,,
32,"BM_submitBlocks/16/4/1048576/manual_time",17,41.7897,50.819,ms,,,,,
32,"BM_submitBlocks/16/4/1048576/manual_time",17,42.56,51.5985,ms,,,,,
32,"BM_submitBlocks/16/4/1048576/manual_time_mean",5,41.9206,50.945,ms,,,,,
32,"BM_submitBlocks/16/4/1048576/manual_time_median",5,41.7897,50.819,ms,,,,,
32,"BM_submitBlocks/16/4/1048576/manual_time_stddev",5,0.384411,0.405177,ms,,,,,
32,"BM_submitBlocks/32/4/1048576/manual_time",19,37.8767,44.2679,ms,,,,,
32,"BM_submitBlocks/32/4/1048576/manual_time",19,39.5286,46.0527,ms,,,,,
32,"BM_submitBlocks/32/4/1048576/manual_time",19,37.6597,44.0658,ms,,,,,
32,"BM_submitBlocks/32/4/1048576/manual_time",19,37.3256,43.6972,ms,,,,,
32,"BM_submitBlocks/32/4/1048576/manual_time",19,36.9297,43.226,ms,,,,,
32,"BM_submitBlocks/32/4/1048576/manual_time_mean",5,37.8641,44.2619,ms,,,,,
32,"BM_submitBlocks/32/4/1048576/manual_time_median",5,37.6597,44.0658,ms,,,,,
32,"BM_submitBlocks/32/4/1048576/manual_time_stddev",5,0.996923,1.07673,ms,,,,,
32,"BM_submitBlocks/64/4/1048576/manual_time",18,38.569,43.6176,ms,,,,,
32,"BM_submitBlocks/64/4/1048576/manual_time",18,37.6003,42.6601,ms,,,,,
32,"BM_submitBlocks/64/4/1048576/manual_time",18,38.3462,43.3663,ms,,,,,
32,"BM_submitBlocks/64/4/1048576/manual_time",18,38.4273,43.4618,ms,,,,,
32,"BM_submitBlocks/64/4/1048576/manual_time",18,38.4367,43.4758,ms,,,,,
32,"BM_submitBlocks/64/4/1048576/manual_time_mean",5,38.2759,43.3163,ms,,,,,
32,"BM_submitBlocks/64/4/1048576/manual_time_median",5,38.4273,43.4618,ms,,,,,
32,"BM_submitBlocks/64/4/1048576/manual_time_stddev",5,0.386005,0.377649,ms,,,,,
32,"BM_submitBlocks/128/4/1048576/manual_time",18,38.1499,42.6092,ms,,,,,
32,"BM_submitBlocks/128/4/1048576/manual_time",18,39.0187,43.5135,ms,,,,,
32,"BM_submitBlocks/128/4/1048576/manual_time",18,38.7367,43.1922,ms,,,,,
32,"BM_submitBlocks/128/4/1048576/manual_time",18,39.7587,44.3117,ms,,,,,
32,"BM_submitBlocks/128/4/1048576/manual_time",18,38.6365,43.0719,ms,,,,,
32,"BM_submitBlocks/128/4/1048576/manual_time_mean",5,38.8601,43.3397,ms,,,,,
32,"BM_submitBlocks/128/4/1048576/manual_time_median",5,38.7367,43.1922,ms,,,,,
32,"BM_submitBlocks/128/4/1048576/manual_time_stddev",5,0.592074,0.632868,ms,,,,,
32,"BM_submitBlocks/256/4/1048576/manual_time",18,38.3056,42.215,ms,,,,,
32,"BM_submitBlocks/256/4/1048576/manual_time",18,38.5008,42.4103,ms,,,,,
32,"BM_submitBlocks/256/4/1048576/manual_time",18,39.1334,43.0858,ms,,,,,
32,"BM_submitBlocks/256/4/1048576/manual_time",18,38.5769,42.4701,ms,,,,,
32,"BM_submitBlocks/256/4/1048576/manual_time",18,38.8768,42.8559,ms,,,,,
32,"BM_submitBlocks/256/4/1048576/manual_time_mean",5,38.6787,42.6074,ms,,,,,
32,"BM_submitBlocks/256/4/1048576/manual_time_median",5,38.5769,42.4701,ms,,,,,
32,"BM_submitBlocks/256/4/1048576/manual_time_stddev",5,0.3268,0.354364,ms,,,,,
32,"BM_submitBlocks/512/4/1048576/manual_time",17,40.6696,44.3047,ms,,,,,
32,"BM_submitBlocks/512/4/1048576/manual_time",17,40.7164,44.3084,ms,,,,,
32,"BM_submitBlocks/512/4/1048576/manual_time",17,40.7645,44.3779,ms,,,,,
32,"BM_submitBlocks/512/4/1048576/manual_time",17,41.1416,44.7604,ms,,,,,
32,"BM_submitBlocks/512/4/1048576/manual_time",17,41.5594,45.1423,ms,,,,,
32,"BM_submitBlocks/512/4/1048576/manual_time_mean",5,40.9703,44.5787,ms,,,,,
32,"BM_submitBlocks/512/4/1048576/manual_time_median",5,40.7645,44.3779,ms,,,,,
32,"BM_submitBlocks/512/4/1048576/manual_time_stddev",5,0.378709,0.367098,ms,,,,,
32,"BM_submitBlocks/1024/4/1048576/manual_time",18,38.7427,41.8535,ms,,,,,
32,"BM_submitBlocks/1024/4/1048576/manual_time",18,38.5045,41.6347,ms,,,,,
32,"BM_submitBlocks/1024/4/1048576/manual_time",18,38.5362,41.6731,ms,,,,,
32,"BM_submitBlocks/1024/4/1048576/manual_time",18,38.2802,41.4095,ms,,,,,
32,"BM_submitBlocks/1024/4/1048576/manual_time",18,38.5936,41.7336,ms,,,,,
32,"BM_submitBlocks/1024/4/1048576/manual_time_mean",5,38.5315,41.6609,ms,,,,,
32,"BM_submitBlocks/1024/4/1048576/manual_time_median",5,38.5362,41.6731,ms,,,,,
32,"BM_submitBlocks/1024/4/1048576/manual_time_stddev",5,0.167626,0.163096,ms,,,,,
32,"BM_submitBlocks/1048576/4/1048576/manual_time",17,41.0101,43.8674,ms,,,,,
32,"BM_submitBlocks/1048576/4/1048576/manual_time",17,39.9975,42.8507,ms,,,,,
32,"BM_submitBlocks/1048576/4/1048576/manual_time",17,39.756,42.6434,ms,,,,,
32,"BM_submitBlocks/1048576/4/1048576/manual_time",17,39.9027,42.7755,ms,,,,,
32,"BM_submitBlocks/1048576/4/1048576/manual_time",17,40.3059,43.2304,ms,,,,,
32,"BM_submitBlocks/1048576/4/1048576/manual_time_mean",5,40.1945,43.0735,ms,,,,,
32,"BM_submitBlocks/1048576/4/1048576/manual_time_median",5,39.9975,42.8507,ms,,,,,
32,"BM_submitBlocks/1048576/4/1048576/manual_time_stddev",5,0.498479,0.494544,ms,,,,,
32,"BM_submitBlocks/8/1/16777216/manual_time",2,280.719,541.596,ms,,,,,
32,"BM_submitBlocks/8/1/16777216/manual_time",2,275.067,529.379,ms,,,,,
32,"BM_submitBlocks/8/1/16777216/manual_time",2,278.176,515.505,ms,,,,,
32,"BM_submitBlocks/8/1/16777216/manual_time",2,277.67,510.092,ms,,,,,
32,"BM_submitBlocks/8/1/16777216/manual_time",2,277.441,524.868,ms,,,,,
